CNTYVTD,VTDKEY,ClintonD_16G_President,TrumpR_16G_President,JohnsonL_16G_President,SteinG_16G_President,Write-InW_16G_President
"2011114",5332,873,142,15,10,1
"2011115",5333,141,171,12,1,3
"2011116",5334,253,194,12,4,2
"2011117",5335,755,1059,54,11,11
"2011118",5336,1060,351,19,16,7
"2011119",5337,3,0,0,0,0
"2011120",5338,288,279,31,4,5
"2011121",5339,121,10,2,1,0
"2011122",5340,572,57,15,8,3
"2011123",5341,368,368,25,7,5
"2011124",5342,0,0,0,0,0
"2011125",5343,0,0,0,0,0
"2011126",5344,799,183,21,10,1
"2011127",5345,508,115,13,6,1
"2011128",5346,543,1173,55,13,15
"2011129",5347,0,0,0,0,0
"2011130",5348,227,133,10,6,0
"2011131",5349,64,157,9,1,3
"2011132",5350,0,0,0,0,0
"2011133",5351,23,14,0,0,0
"2011134",5352,423,874,47,5,8
"2011135",5353,809,440,29,14,6
"2011136",5354,907,300,36,12,7
"2011137",5355,691,223,27,9,2
"2011138",5356,549,200,17,8,1
"2011139",5357,1332,251,24,17,3
"2011140",5358,65,30,3,2,1
"2011141",5359,0,0,0,0,0
"2011142",5360,34,227,7,0,4
"2011143",5361,0,0,0,0,0
"2011144",5362,280,714,42,10,4
"2011145",5363,529,935,55,7,19
"2011146",5364,419,723,49,4,16
"2011147",5365,29,7,1,0,0
"2011148",5366,431,94,12,7,2
"2011149",5367,602,737,36,9,11
"2011150",5368,0,0,0,0,0
"2011151",5369,296,844,50,6,9
"2011152",5370,22,132,1,1,1
"2011153",5371,0,0,0,0,0
"2011154",5372,0,0,0,0,0
"2011155",5373,1,1,0,0,0
"2011156",5374,0,0,0,0,0
"2011157",5375,0,0,0,0,0
"2011158",5376,0,0,0,0,0
"2011159",5377,0,0,0,0,0
"2011160",5378,0,0,0,0,0
"2011161",5379,0,0,0,0,0
"2011162",5380,0,0,0,0,0
"2011163",5381,0,0,0,0,0
"2011164",5382,0,0,0,0,0
"2011165",5383,0,0,0,0,0
"2030001",5384,466,983,21,10,10
"2030002",5385,695,365,13,7,9
"2030003",5386,987,79,6,2,1
"2030004",5387,305,414,8,2,0
"2030005",5388,131,503,13,4,0
"2030006",5389,182,765,9,2,4
"2030007",5390,155,425,14,0,2
"2030008",5391,421,1253,32,6,22
"2030009",5392,218,673,17,1,1
"2030010",5393,148,540,4,0,4
"2030011",5394,127,176,3,0,0
"2030012",5395,197,1384,43,6,12
"2030013",5396,170,1292,33,5,9
"2030014",5397,189,712,12,2,1
"2030015",5398,59,634,17,0,1
"2030016",5399,55,319,7,0,2
"2030017",5400,452,492,4,1,3
"2030018",5401,265,894,18,4,4
"2030019",5402,293,1444,43,7,11
"2030020",5403,330,1212,16,8,4
"2030021",5404,152,348,5,1,1
"2030022",5405,604,437,17,2,2
"2030023",5406,19,318,1,0,0
"2030024",5407,134,438,12,1,1
"2030025",5408,222,1416,44,3,10
"2030026",5409,175,1233,37,2,9
"2050101",5410,18,174,3,0,1
"2050102",5411,23,214,5,1,1
"2050201",5412,13,143,5,2,2
"2050202",5413,50,459,12,0,3
"2050301",5414,39,507,13,0,1
"2050401",5415,29,230,5,0,3
"2070001",5416,36,228,5,2,0
"2070002",5417,72,250,8,0,0
"2070003",5418,54,227,9,1,0
"2070004",5419,28,121,5,0,0
"2070005",5420,39,150,3,1,0
"2070006",5421,30,158,3,1,0
"2070007",5422,2,47,2,0,0
"2070008",5423,20,56,4,0,0
"2070009",5424,20,93,0,1,0
"2070010",5425,13,73,3,0,0
"2090100",5426,0,0,0,0,0
"2090101",5427,0,0,0,0,0
"2090102",5428,0,0,0,0,0
"2090103",5429,0,0,0,0,0
"2090110",5430,469,481,47,5,10
"2090112",5431,937,512,98,39,3
"2090113",5432,734,285,65,21,4
"2090114",5433,603,258,54,15,4
"2090115",5434,538,232,48,15,7
"2090120",5435,219,79,17,7,0
"2090121",5436,736,270,68,31,4
"2090122",5437,193,68,16,7,1
"2090125",5438,212,149,15,5,1
"2090128",5439,104,94,10,3,2
"2090132",5440,214,95,32,18,4
"2090134",5441,309,250,17,10,1
"2090136",5442,493,259,39,14,1
"2090140",5443,777,243,69,27,6
"2090141",5444,228,127,24,17,3
"2090142",5445,920,390,59,17,3
"2090145",5446,292,113,25,13,1
"2090200",5447,0,0,0,0,0
"2090203",5448,879,618,80,22,8
"2090204",5449,29,27,3,1,0
"2090205",5450,626,566,67,18,4
"2090206",5451,622,562,66,19,5
"2090216",5452,25,26,2,1,1
"2090217",5453,5,4,0,0,0
"2090218",5454,3,4,0,0,0
"2090219",5455,121,144,10,2,2
"2090220",5456,971,962,115,16,27
"2090221",5457,267,265,35,8,9
"2090223",5458,602,469,38,17,3
"2090225",5459,25,43,3,1,0
"2090227",5460,711,545,63,15,6
"2090228",5461,140,105,12,3,1
"2090231",5462,574,439,54,14,4
"2090252",5463,444,321,43,13,2
"2090253",5464,509,358,43,7,4
"2090254",5465,140,110,14,4,0
"2090314",5466,329,512,40,15,6
"2090315",5467,362,562,45,16,5
"2090316",5468,455,372,53,16,2
"2090317",5469,140,69,14,12,0
"2090319",5470,352,440,41,8,6
"2090320",5471,486,732,45,17,8
"2090325",5472,141,239,16,4,1
"2090330",5473,80,33,11,3,1
"2090331",5474,211,96,28,16,1
"2090332",5475,891,501,100,62,10
"2090333",5476,625,914,49,19,7
"2090335",5477,819,1242,79,30,7
"2090336",5478,611,491,94,43,6
"2090337",5479,636,1114,72,18,8
"2090338",5480,589,1013,70,17,8
"2090339",5481,212,481,34,7,4
"2090340",5482,497,401,77,32,4
"2090342a",5483,189,258,12,7,1
"2090342b",5484,10,10,0,0,0
"2090344",5485,656,1200,91,18,15
"2090347",5486,541,597,72,23,5
"2090351",5487,466,181,39,20,4
"2090371",5488,284,304,18,7,5
"2090372",5489,27,20,4,1,0
"2090400",5490,0,0,0,0,0
"2090422",5491,573,705,78,13,14
"2090423a",5492,428,337,37,10,3
"2090423b",5493,0,0,0,0,0
"2090423c",5494,0,0,0,0,0
"2090424",5495,489,603,66,13,14
"2090425",5496,200,341,18,2,1
"2090426",5497,801,958,99,22,9
"2090430",5498,401,518,57,17,3
"2090432",5499,439,824,60,7,4
"2090435",5500,663,813,92,17,18
"2090436",5501,228,382,34,2,3
"2090438",5502,53,59,6,1,1
"2090440",5503,78,143,8,2,2
"2090441",5504,478,889,77,14,10
"2090442",5505,776,864,79,20,15
"2090443",5506,547,796,73,14,14
"2090444",5507,553,834,77,13,9
"2090445",5508,436,653,63,10,8
"2090446",5509,354,512,51,11,9
"2090448",5510,500,748,68,13,12
"2090449",5511,270,505,36,5,8
"2090450a",5512,164,313,20,4,7
"2090450b",5513,72,132,10,1,2
"2090451",5514,441,642,66,14,12
"2110101",5515,48,303,13,0,0
"2110201",5516,40,284,10,1,0
"2110202",5517,0,22,0,0,0
"2110301",5518,42,377,12,0,0
"2110302",5519,0,36,0,0,0
"2110303",5520,9,76,0,0,0
"2110401",5521,32,287,7,1,0
"2110402",5522,10,77,2,0,0
"2130001",5523,80,390,10,2,2
"2130002",5524,39,127,5,0,1
"2130003",5525,552,212,12,3,2
"2130004",5526,210,819,42,4,3
"213001a",5527,152,871,15,8,0
"213001m",5528,327,937,19,2,0
"213001t",5529,230,875,17,5,1
"213002e",5530,161,932,19,3,4
"213002m",5531,83,337,10,2,2
"213003b",5532,190,1349,37,4,8
"213003c",5533,200,1135,17,3,6
"213003m",5534,127,681,15,4,2
"213003n",5535,109,579,10,2,1
"213004a",5536,206,276,10,3,1
"213004b",5537,241,896,40,7,6
"213004w",5538,87,500,14,1,2
"21301cr",5539,146,1009,24,6,3
"21301mn",5540,152,540,16,2,1
"21301tc",5541,239,1209,25,6,4
"21303cs",5542,168,960,12,2,5
"21303nw",5543,63,341,7,2,2
"21303ws",5544,101,579,10,2,0
"21304lp",5545,289,1162,25,7,1
"21304ms",5546,202,412,12,2,3
"21304se",5547,319,1561,32,6,8
"2132gbn",5548,240,1018,19,2,5
"2132gbs",5549,206,1016,18,4,0
"2132psn",5550,215,916,14,4,0
"2132pss",5551,219,1137,21,3,6
"2134nlp",5552,116,874,8,1,8
"2150001",5553,243,47,7,0,1
"2150002",5554,591,298,16,10,3
"2150003",5555,425,94,11,4,3
"2150004",5556,977,302,29,18,11
"2150005",5557,768,111,10,12,4
"2150006",5558,552,382,32,13,7
"2150007",5559,1032,594,58,10,19
"2150008",5560,475,366,22,12,11
"2150009",5561,973,561,33,18,17
"2150010",5562,801,269,14,9,10
"2150011",5563,691,130,16,6,3
"2150012",5564,121,46,3,0,2
"2150013",5565,1103,639,51,24,23
"2150014",5566,480,173,13,3,4
"2150015",5567,166,72,2,0,4
"2150016",5568,1278,206,23,12,11
"2150017",5569,713,175,22,6,9
"2150018",5570,81,36,4,0,0
"2150019",5571,58,47,1,1,0
"2150020",5572,1414,208,43,20,15
"2150021",5573,119,35,1,1,1
"2150022",5574,290,62,9,4,2
"2150023",5575,718,246,23,9,6
"2150024",5576,21,43,1,1,0
"2150025",5577,791,446,28,6,14
"2150026",5578,332,73,3,2,1
"2150027",5579,341,65,3,3,5
"2150028",5580,697,286,24,11,5
"2150029",5581,220,136,9,1,3
"2150030",5582,1120,419,58,23,19
"2150031",5583,441,240,17,10,3
"2150032",5584,787,284,16,12,8
"2150033",5585,573,187,18,6,10
"2150034",5586,328,139,15,3,0
"2150035",5587,1099,386,24,23,13
"2150036",5588,1275,391,38,13,14
"2150037",5589,270,133,10,8,6
"2150038",5590,947,635,44,24,16
"2150039",5591,724,133,23,12,3
"2150040",5592,880,142,18,5,3
"2150041",5593,922,212,30,14,11
"2150042",5594,925,383,28,17,11
"2150043",5595,494,161,10,8,6
"2150044",5596,533,114,15,13,5
"2150045",5597,478,293,7,4,6
"2150046",5598,79,20,3,2,4
"2150047",5599,555,148,11,4,2
"2150048",5600,1114,238,25,15,4
"2150049",5601,876,294,31,6,6
"2150050",5602,797,215,22,6,5
"2150051",5603,958,113,19,7,1
"2150052",5604,1001,605,48,17,11
"2150053",5605,821,300,27,9,7
"2150054",5606,338,313,16,7,6
"2150055",5607,977,255,18,14,9
"2150056",5608,1001,292,16,16,8
"2150057",5609,317,87,9,0,1
"2150058",5610,886,345,27,11,7
"2150059",5611,768,185,18,7,5
"2150060",5612,864,347,31,18,9
"2150061",5613,733,216,15,10,4
"2150062",5614,727,736,39,11,12
"2150063",5615,207,79,10,2,2
"2150064",5616,641,129,15,10,4
"2150065",5617,732,385,27,14,17
"2150066",5618,403,167,19,11,5
"2150067",5619,664,460,38,20,13
"2150068",5620,896,347,27,17,10
"2150069",5621,838,304,17,14,8
"2150070",5622,441,150,12,5,2
"2150071",5623,56,16,2,0,0
"2150072",5624,422,214,20,9,2
"2150073",5625,786,762,44,16,13
"2150074",5626,208,139,9,2,2
"2150075",5627,17,22,0,0,0
"2150076",5628,2,12,0,1,0
"2150077",5629,573,216,16,10,4
"2150078",5630,689,174,21,12,2
"2150079",5631,417,82,5,7,5
"2150080",5632,356,52,5,1,3
"2150081",5633,693,405,24,12,15
"2150082",5634,4,2,0,0,0
"2150083",5635,1029,965,35,18,27
"2150084",5636,715,391,28,12,15
"2150085",5637,1134,346,18,21,17
"2150086",5638,211,128,5,3,3
"2150087",5639,300,78,12,6,2
"2150088",5640,713,181,23,13,6
"2150089",5641,3,3,0,0,0
"2150090",5642,1999,376,22,13,23
"2150091",5643,292,115,9,4,4
"2150092",5644,70,15,2,2,0
"2150093",5645,45,56,5,0,1
"2150094",5646,692,211,18,7,7
"2150095",5647,1335,225,30,10,3
"2150096",5648,822,638,55,17,17
"2150097",5649,831,306,25,22,7
"2150098",5650,1200,431,34,21,16
"2150099",5651,846,218,23,10,5
"2150100",5652,1062,328,31,9,4
"2150101",5653,171,201,6,2,3
"2150102",5654,243,325,15,4,4
"2150103",5655,860,645,40,11,10
"2150104",5656,726,248,22,8,7
"2150105",5657,988,459,35,15,22
"2150106",5658,795,471,29,12,14
"2150107",5659,858,329,31,15,8
"2150108",5660,851,181,14,6,7
"2150109",5661,1002,312,42,38,15
"2150110",5662,322,114,9,6,4
"2150111",5663,764,449,29,15,21
"2150112",5664,689,147,13,11,2
"2150113",5665,1119,568,47,31,23
"2150114",5666,998,902,48,16,15
"2150115",5667,959,282,24,22,6
"2150116",5668,536,259,12,11,7
"2150117",5669,896,176,29,11,5
"2150118",5670,637,245,22,10,10
"2150119",5671,413,97,11,3,8
"2150120",5672,844,258,27,14,8
"2150121",5673,44,24,4,1,0
"2150122",5674,962,136,26,12,6
"2150123",5675,334,155,11,5,5
"2150124",5676,398,334,21,14,8
"2150125",5677,318,101,7,2,0
"2150126",5678,522,247,15,10,2
"2150127",5679,443,95,14,5,1
"2150128",5680,717,174,13,11,6
"2150129",5681,42,46,5,1,1
"2150130",5682,312,172,10,7,8
"2150131",5683,10,4,0,0,0
"2150132",5684,398,86,4,12,0
"2150133",5685,24,10,0,0,0
"2150134",5686,728,740,36,18,20
"2150135",5687,509,318,35,13,9
"2150136",5688,508,361,17,11,7
"2150137",5689,12,7,0,0,0
"2150138",5690,146,32,4,2,3
"2150139",5691,154,51,1,4,2
"2150140",5692,4,2,0,0,0
"2150141",5693,27,5,0,1,1
"2150142",5694,548,179,11,9,3
"2150143",5695,937,350,36,12,7
"2150144",5696,14,12,2,0,0
"2150145",5697,317,100,8,0,2
"2150146",5698,720,93,27,7,2
"2150147",5699,19,15,2,1,1
"2150148",5700,32,4,4,0,0
"2150149",5701,35,5,0,0,2
"2150150",5702,331,156,9,7,2
"2150151",5703,936,561,41,15,14
"2150152",5704,775,416,27,13,18
"2150153",5705,84,25,1,1,0
"2150154",5706,690,233,21,17,2
"2150155",5707,165,65,6,0,0
"2150156",5708,709,158,21,3,4
"2150157",5709,366,126,8,5,5
"2150158",5710,808,337,31,11,8
"2150159",5711,177,32,1,4,1
"2150160",5712,52,65,2,0,1
"2150161",5713,685,276,22,13,8
"2150162",5714,185,185,11,3,4
"2150163",5715,699,186,30,12,9
"2150164",5716,519,393,20,11,10
"2150165",5717,207,169,10,2,4
"2150166",5718,153,93,10,1,5
"2150167",5719,139,166,10,4,2
"2150168",5720,127,37,3,3,1
"2150169",5721,133,47,6,0,1
"2150170",5722,237,57,4,3,0
"2150171",5723,10,2,0,0,0
"2150172",5724,13,6,0,1,0
"2150173",5725,367,250,12,6,4
"2150174",5726,314,58,10,6,1
"2150175",5727,403,142,18,7,7
"2150176",5728,361,129,15,3,6
"2150177",5729,208,64,4,3,2
"2150178",5730,9,10,0,0,0
"2150179",5731,120,34,0,3,0
"2150180",5732,46,15,3,0,0
"2150181",5733,169,359,8,3,2
"2150182",5734,224,40,4,2,1
"2150183",5735,761,198,20,17,5
"2150184",5736,6,13,1,0,0
"2150185",5737,1,0,0,0,0
"2150186",5738,108,26,1,1,0
"2150187",5739,726,314,16,6,1
"2150188",5740,605,428,21,12,8
"2150189",5741,183,48,1,3,1
"2150190",5742,137,84,5,2,0
"2150191",5743,144,66,5,7,1
"2150192",5744,124,44,4,2,2
"2150193",5745,124,30,5,2,1
"2150194",5746,681,376,22,8,6
"2150195",5747,199,229,15,0,0
"2150196",5748,259,191,3,2,4
"2150197",5749,245,26,5,1,1
"2150198",5750,334,98,8,5,3
"2150199",5751,649,518,37,17,13
"2150200",5752,787,480,31,23,11
"2150201",5753,316,302,12,6,5
"2150202",5754,197,227,8,3,3
"2150203",5755,1205,584,41,21,21
"2150204",5756,172,103,3,7,3
"2150205",5757,73,22,4,2,0
"2150206",5758,374,163,15,9,3
"2150207",5759,760,499,31,16,12
"2150208",5760,29,9,0,0,0
"2150209",5761,320,96,8,3,3
"2150210",5762,97,27,0,4,1
"2150211",5763,63,66,2,1,1
"2150212",5764,380,171,5,5,7
"2150213",5765,58,21,1,1,0
"2150214",5766,698,219,22,12,7
"2150215",5767,376,157,11,8,3
"2150216",5768,503,175,10,8,5
"2150217",5769,58,15,2,0,0
"2150218",5770,206,78,3,2,3
"2150219",5771,324,88,11,2,4
"2150220",5772,204,80,5,3,2
"2150221",5773,342,184,17,7,3
"2150222",5774,6,7,0,0,0
"2150223",5775,94,84,8,0,1
"2150224",5776,54,67,13,1,1
"2150225",5777,105,32,2,1,1
"2150226",5778,1004,143,30,9,8
"2150227",5779,1113,145,19,17,7
"2150228",5780,502,95,13,6,4
"2150229",5781,327,89,9,7,4
"2150230",5782,128,96,6,4,1
"2150231",5783,92,60,8,1,0
"2150232",5784,419,115,13,4,3
"2150233",5785,2,0,0,0,0
"2150234",5786,1026,171,30,16,4
"2150235",5787,73,82,4,3,1
"2150236",5788,96,116,3,3,3
"2150237",5789,277,57,6,5,3
"2150238",5790,21,21,1,2,0
"2150239",5791,573,336,20,10,3
"2150240",5792,234,93,10,5,3
"2150241",5793,98,24,4,0,0
"2150242",5794,11,5,0,0,0
"2150243",5795,23,18,0,0,0
"2150244",5796,229,93,5,7,1
"2150245",5797,102,22,4,0,2
"2150246",5798,2,0,0,0,0
"2150247",5799,42,20,3,0,1
"2150248",5800,18,5,0,0,0
"2150249",5801,102,44,3,4,0
"2150250",5802,45,6,0,0,0
"2150251",5803,7,3,0,0,0
"2150252",5804,3,6,0,0,0
"2150253",5805,140,59,4,1,1
"2150254",5806,672,167,17,8,2
"2150255",5807,74,43,2,3,1
"2150256",5808,83,97,3,1,1
"2150257",5809,195,29,2,2,2
"2150258",5810,8,2,0,0,0
"2150259",5811,232,80,6,5,2
"2170001",5812,255,761,31,3,7
"2170002",5813,192,1067,22,6,8
"2170003",5814,256,236,16,4,1
"2170004",5815,222,1111,30,5,11
"2170005",5816,82,683,13,0,6
"2170006",5817,189,673,22,4,7
"2170007",5818,111,529,14,3,6
"2170008",5819,235,1166,23,4,9
"2170009",5820,164,579,19,2,9
"2170010",5821,275,893,21,5,9
"2170011",5822,80,379,7,1,2
"2170012",5823,231,782,16,2,10
"2170013",5824,255,1249,22,1,10
"2190011",5825,26,200,3,0,1
"2190014",5826,41,391,11,3,6
"2190015",5827,28,232,6,1,0
"2190016",5828,157,1082,34,4,15
"2190021",5829,201,830,35,5,9
"2190024",5830,79,508,13,2,4
"2190032",5831,251,750,28,6,9
"2190033",5832,5,56,0,0,0
"2190035",5833,29,58,6,0,2
"2190036",5834,76,106,10,2,0
"2190043",5835,19,165,1,2,1
"2190044",5836,119,358,10,0,1
"2190045",5837,175,752,36,6,6
"2190046",5838,51,294,7,2,2
"2210101",5839,206,1045,30,6,10
"2210103",5840,291,1490,43,8,12
"2210105",5841,234,1382,36,1,6
"2210107",5842,92,636,13,1,7
"2210112",5843,169,883,18,3,5
"2210202",5844,363,1867,57,9,16
"2210211",5845,149,853,22,4,5
"2210216",5846,302,1654,53,13,21
"2210218",5847,243,1316,41,8,16
"2210310",5848,225,1161,41,8,15
"2210313",5849,254,1357,44,9,12
"2210314",5850,389,1797,63,9,15
"2210317",5851,185,1005,37,5,10
"2210404",5852,220,1094,24,5,8
"2210408",5853,254,1442,42,6,11
"2210409",5854,396,2168,71,17,29
"2210415",5855,36,232,6,1,1
"2230001",5856,281,1051,19,5,7
"2230002",5857,252,927,22,5,5
"2230003",5858,245,791,25,5,3
"2230004",5859,96,703,16,4,2
"2230005",5860,44,280,4,1,0
"2230008",5861,36,148,0,0,1
"2230011",5862,69,384,6,0,0
"2230012",5863,32,185,3,1,2
"2230013",5864,104,434,15,1,0
"2230014",5865,80,513,10,4,0
"2230016",5866,78,581,4,1,7
"2230017",5867,110,604,12,1,1
"223001a",5868,146,596,16,1,3
"2230020",5869,49,305,7,0,1
"2230023",5870,20,174,4,1,1
"2230024",5871,58,406,6,1,2
"2230025",5872,26,216,1,3,1
"223002a",5873,315,325,8,2,2
"2230036",5874,72,521,7,0,3
"223003a",5875,177,729,13,5,10
"223004a",5876,220,834,22,3,6
"2250001",5877,185,590,8,6,6
"2250002",5878,217,676,10,5,8
"2250003",5879,230,704,11,4,8
"2250004",5880,278,852,12,5,6
"2250005",5881,159,492,10,1,3
"2250006",5882,159,507,7,2,4
"2250007",5883,121,396,4,0,2
"2250008",5884,55,170,1,0,0
"2250009",5885,66,200,3,0,0
"2250010",5886,40,125,3,1,3
"2250011",5887,15,48,0,0,0
"2250012",5888,18,61,1,0,0
"2250014",5889,83,253,6,2,4
"2250015",5890,34,107,1,1,1
"2250016",5891,32,109,1,0,0
"2250017",5892,40,134,2,1,1
"2250018",5893,21,70,0,0,0
"2250019",5894,98,313,4,0,2
"2250020",5895,33,104,0,0,0
"2250021",5896,47,149,1,0,0
"2250022",5897,47,145,5,1,3
"2270011",5898,225,240,22,6,2
"2270012",5899,110,145,11,2,0
"2270013",5900,79,83,10,4,3
"2270014",5901,32,35,7,0,0
"2270016",5902,31,46,4,3,1
"2270024",5903,53,199,8,3,3
"2270025",5904,145,546,24,4,4
"2270026",5905,45,190,3,0,0
"2270031",5906,11,29,2,0,0
"2270032",5907,12,46,0,0,0
"2270033",5908,186,616,22,8,4
"2270034",5909,158,538,13,5,4
"2270035",5910,40,126,3,3,2
"2270037",5911,0,0,0,0,0
"2270041",5912,1,4,0,0,0
"2270042",5913,67,191,5,0,0
"2270045",5914,98,249,13,5,5
"2270046",5915,128,390,20,5,3
"2270103",5916,20,119,3,1,2
"2270104",5917,8,63,0,0,0
"2270105",5918,0,0,0,0,0
"227012a",5919,21,23,1,0,0
"2270205",5920,58,776,7,1,9
"2270207",5921,56,507,13,2,4
"2270208",5922,0,0,0,0,0
"2270209",5923,0,0,0,0,0
"2270304",5924,38,264,11,1,2
"227031a",5925,0,0,0,0,0
"227034a",5926,3,9,0,0,0
"2270404",5927,55,318,8,2,4
"2270405",5928,19,145,3,0,0
"2270408",5929,2,38,1,0,0
"2270409",5930,25,274,8,1,1
"227207c",5931,37,342,6,0,0
"227208c",5932,5,84,4,0,2
"2290001",5933,89,138,10,2,0
"2290002",5934,54,86,7,3,0
"2290004",5935,54,88,4,0,0
"229001w",5936,30,42,3,0,0
"229003n",5937,26,41,4,0,0
"229003s",5938,55,85,8,1,0
"229004s",5939,4,6,1,0,0
"22904nw",5940,12,17,1,0,0
"2310101",5941,134,583,30,3,2
"2310102",5942,51,222,6,3,0
"2310103",5943,63,387,7,1,0
"2310104",5944,71,494,9,4,5
"2310105",5945,123,305,18,1,7
"2310106",5946,313,644,30,13,10
"2310107",5947,419,1211,62,10,22
"2310108",5948,248,578,28,3,13
"2310109",5949,100,581,18,3,3
"2310110",5950,84,350,4,1,1
"2310111",5951,78,279,13,2,4
"2310212",5952,54,254,11,2,2
"2310213",5953,56,525,8,1,6
"2310216",5954,175,936,30,5,7
"2310217",5955,140,826,27,2,4
"2310318",5956,51,414,8,1,4
"2310319",5957,137,877,28,4,2
"2310320",5958,203,987,23,11,1
"2310321",5959,135,616,17,4,6
"2310322",5960,114,450,16,4,4
"2310323",5961,243,1396,31,2,16
"2310324",5962,289,1208,42,4,22
"2310325",5963,268,1407,48,8,16
"2310426",5964,64,204,4,0,1
"2310427",5965,570,764,63,17,16
"2310428",5966,398,636,45,11,8
"2310429",5967,47,204,7,0,4
"2310430",5968,79,237,7,4,2
"2310431",5969,97,216,11,0,1
"2310432",5970,122,789,22,5,2
"2310433",5971,685,257,27,10,6
"2310434",5972,102,748,17,5,6
"231214a",5973,187,1141,29,5,4
"231214b",5974,93,543,14,3,2
"231215a",5975,289,1888,75,8,10
"231215b",5976,114,753,27,2,5
"2330011",5977,107,1031,27,3,5
"2330014",5978,141,1014,31,4,8
"2330021",5979,148,1953,56,6,3
"2330023",5980,38,351,12,0,1
"2330031",5981,88,944,14,2,6
"2330033",5982,100,750,30,3,1
"2330041",5983,4,47,1,0,0
"2330042",5984,228,952,39,5,2
"2350100",5985,24,163,2,1,0
"2350200",5986,24,162,3,0,0
"2350300",5987,19,112,2,0,2
"2350400",5988,23,223,2,0,4
"2370001",5989,75,639,9,4,2
"2370002",5990,59,581,12,3,4
"2370003",5991,19,122,2,0,0
"2370004",5992,48,519,8,0,1
"2370005",5993,27,431,7,2,4
"2370006",5994,86,681,4,1,0
"2390001",5995,293,892,19,7,10
"2390002",5996,188,1119,14,3,7
"2390003",5997,146,831,8,5,8
"2390004",5998,33,195,4,0,0
"2390005",5999,51,304,7,1,0
"2390006",6000,95,277,8,4,3
"2390007",6001,7,57,1,3,0
"2390008",6002,49,280,10,3,0
"2390009",6003,42,311,7,1,0
"2410001",6004,5,17,1,0,0
"2410002",6005,39,391,2,0,2
"2410003",6006,87,571,10,1,2
"2410004",6007,75,367,4,1,2
"2410005",6008,17,94,1,0,0
"2410006",6009,190,420,6,1,4
"2410007",6010,170,228,4,2,1
"2410008",6011,232,312,10,4,1
"2410009",6012,113,1034,15,2,11
"2410010",6013,90,934,11,2,6
"2410011",6014,30,249,4,0,2
"2410012",6015,44,280,7,2,3
"2410013",6016,72,256,4,1,3
"2410014",6017,259,1169,21,5,10
"2410015",6018,168,1352,17,4,8
"2410016",6019,16,146,0,0,0
"2410017",6020,66,816,3,1,6
"2410019",6021,249,1028,15,6,8
"2410020",6022,359,317,4,1,4
"2410021",6023,301,596,15,4,3
"2430001",6024,122,158,14,2,2
"2430002",6025,113,156,7,7,4
"2430003",6026,103,216,10,4,2
"2430004",6027,38,65,1,1,0
"2430005",6028,46,99,10,3,7
"2450001",6029,895,91,13,4,2
"2450002",6030,469,112,13,4,1
"2450003",6031,1022,57,4,6,0
"2450004",6032,308,627,32,6,7
"2450005",6033,492,435,24,6,1
"2450006",6034,494,241,13,2,0
"2450007",6035,433,322,27,6,3
"2450008",6036,350,22,2,1,1
"2450009",6037,389,2166,62,7,9
"2450010",6038,261,63,5,2,0
"2450011",6039,168,32,3,0,0
"2450012",6040,259,7,3,0,0
"2450013",6041,220,8,3,0,0
"2450014",6042,732,33,5,3,0
"2450015",6043,626,56,5,5,0
"2450016",6044,181,23,0,2,0
"2450017",6045,842,708,41,6,6
"2450018",6046,921,25,4,1,0
"2450019",6047,761,53,4,4,0
"2450020",6048,575,55,4,3,1
"2450021",6049,67,91,0,0,0
"2450022",6050,841,614,32,8,1
"2450023",6051,980,368,19,8,0
"2450024",6052,88,235,11,0,1
"2450025",6053,269,1069,26,5,2
"2450026",6054,642,971,44,12,5
"2450027",6055,445,394,17,4,2
"2450028",6056,358,173,4,4,0
"2450029",6057,138,1011,20,6,1
"2450030",6058,90,676,10,1,1
"2450031",6059,90,713,14,3,1
"2450032",6060,42,155,2,0,0
"2450033",6061,385,938,25,7,1
"2450034",6062,1003,34,13,4,0
"2450035",6063,87,490,7,2,0
"2450036",6064,178,801,23,4,4
"2450037",6065,317,1228,47,7,3
"2450038",6066,221,1207,27,6,3
"2450039",6067,1127,22,9,4,0
"2450040",6068,287,1496,55,6,7
"2450041",6069,34,63,1,2,0
"2450042",6070,278,1270,28,9,6
"2450043",6071,292,1118,26,10,6
"2450044",6072,198,175,7,3,1
"2450045",6073,439,177,13,7,1
"2450046",6074,466,169,9,5,2
"2450047",6075,506,198,22,2,1
"2450048",6076,419,71,8,3,0
"2450049",6077,180,29,4,1,0
"2450050",6078,1033,149,6,6,0
"2450051",6079,176,12,2,0,0
"2450052",6080,253,7,0,0,0
"2450053",6081,717,47,7,2,2
"2450054",6082,250,8,2,0,0
"2450055",6083,215,3,0,1,0
"2450056",6084,339,1654,49,10,5
"2450057",6085,466,9,1,8,0
"2450058",6086,45,279,10,0,0
"2450059",6087,608,12,2,1,0
"2450060",6088,364,1554,42,7,3
"2450061",6089,408,580,25,5,2
"2450062",6090,520,1165,70,6,10
"2450063",6091,766,40,8,3,0
"2450064",6092,385,108,11,0,0
"2450065",6093,302,979,26,4,3
"2450066",6094,237,996,25,4,5
"2450067",6095,1175,160,14,8,1
"2450068",6096,604,800,46,13,4
"2450069",6097,394,1499,58,15,7
"2450070",6098,829,507,22,6,2
