CNTYVTD,VTDKEY,ClintonD_16G_President,TrumpR_16G_President,JohnsonL_16G_President,SteinG_16G_President,Write-InW_16G_President
"4530322",8868,1343,890,108,23,15
"4530323",8869,986,688,94,27,24
"4530324",8870,1092,750,95,20,18
"4530325",8871,362,231,24,7,5
"4530326",8872,1131,1029,116,22,20
"4530327",8873,1057,714,104,22,11
"4530330",8874,1841,566,137,41,21
"4530331",8875,963,294,47,26,11
"4530332",8876,1178,354,79,29,8
"4530333",8877,1023,364,89,28,13
"4530334",8878,1243,617,127,31,19
"4530335",8879,1358,863,123,28,21
"4530336",8880,845,487,70,20,8
"4530337",8881,1255,731,108,33,9
"4530340",8882,1615,720,137,29,37
"4530341",8883,1194,426,107,29,12
"4530342",8884,1583,553,138,36,17
"4530343a",8885,992,608,91,17,22
"4530343b",8886,19,11,2,0,0
"4530344",8887,1336,617,127,24,31
"4530345",8888,1319,630,131,37,28
"4530346",8889,1564,949,153,26,39
"4530347",8890,1302,805,143,27,36
"4530348a",8891,1014,622,88,15,23
"4530348b",8892,138,100,17,3,1
"4530349",8893,1286,891,137,29,27
"4530350",8894,1736,653,148,49,31
"4530351",8895,901,987,106,17,18
"4530352",8896,908,647,82,35,15
"4530353",8897,755,824,91,15,17
"4530354",8898,1610,897,169,23,50
"4530355",8899,421,232,44,7,12
"4530356",8900,947,459,85,21,19
"4530357",8901,1231,597,110,26,22
"4530358",8902,1553,764,136,38,40
"4530360",8903,1158,979,94,21,22
"4530361",8904,493,431,38,11,4
"4530362",8905,455,659,56,3,17
"4530363",8906,485,692,64,4,22
"4530364",8907,442,938,50,6,7
"4530365",8908,420,737,56,10,13
"4530366",8909,676,1206,79,12,14
"4530367",8910,480,858,60,10,13
"4530370",8911,977,1098,116,29,9
"4530371",8912,625,701,76,19,6
"4530372a",8913,138,182,17,3,4
"4530372b",8914,14,19,2,0,1
"4530373",8915,541,858,49,13,18
"4530374",8916,661,1040,69,18,7
"4530375",8917,883,1459,81,17,16
"4530376",8918,593,1233,73,12,15
"4530380",8919,1774,990,174,20,37
"4530381a",8920,766,510,84,30,17
"4530381b",8921,0,0,0,0,0
"4530381c",8922,46,26,4,0,0
"4530381d",8923,22,12,2,0,0
"4530382",8924,1583,702,124,32,32
"4530383",8925,1630,851,127,21,24
"4530384",8926,1701,965,122,26,21
"4530385a",8927,1210,984,118,19,17
"4530385b",8928,16,9,1,0,0
"4530386a",8929,890,527,66,16,20
"4530386b",8930,0,0,0,0,0
"4530386c",8931,13,7,1,0,0
"4530387",8932,853,586,70,16,14
"4530390",8933,1100,1299,144,17,44
"4530391",8934,748,873,97,13,29
"4530392",8935,440,723,62,13,7
"4530393",8936,421,799,48,6,14
"4530394",8937,357,669,48,8,16
"4530395",8938,493,878,76,15,10
"4530396",8939,439,826,61,22,6
"4530400",8940,740,256,58,7,10
"4530401",8941,1340,154,58,38,4
"4530402",8942,1350,126,39,31,2
"4530403",8943,1263,121,28,36,4
"4530404",8944,104,8,1,1,0
"4530405",8945,1523,126,74,42,8
"4530410",8946,1519,176,77,39,3
"4530411",8947,1574,257,88,36,7
"4530412",8948,1207,159,55,31,9
"4530413",8949,1404,138,56,30,8
"4530414",8950,2042,327,149,71,15
"4530415",8951,1276,162,77,60,7
"4530416",8952,1559,213,92,47,6
"4530417",8953,854,110,44,27,3
"4530418",8954,1705,230,88,61,4
"4530420",8955,2194,286,127,94,13
"4530421",8956,1347,179,81,50,9
"4530422",8957,1703,229,103,64,12
"4530423",8958,1040,137,47,28,5
"4530424",8959,1115,173,57,29,3
"4530425",8960,1481,243,87,54,3
"4530426",8961,845,103,44,38,6
"4530427",8962,1250,160,70,59,11
"4530430",8963,1115,328,69,26,12
"4530431",8964,1411,317,75,58,11
"4530432",8965,597,125,22,18,4
"4530433",8966,374,97,27,11,2
"4530434",8967,926,183,53,32,4
"4530435",8968,822,164,47,30,3
"4530436",8969,1089,310,65,34,8
"4530437",8970,1987,414,116,75,12
"4530438",8971,962,202,53,35,6
"4530439",8972,989,206,60,38,9
"4530445",8973,1133,396,90,30,11
"4530446",8974,1489,491,100,41,15
"4530447",8975,530,177,34,16,3
"4530448",8976,1196,267,67,44,5
"4530449",8977,1570,542,122,54,9
"4530450",8978,1890,556,146,63,11
"4530451",8979,690,196,50,21,2
"4530452",8980,1096,390,93,28,23
"4530453",8981,1001,343,78,26,13
"4530454",8982,1035,389,103,22,10
"4530455",8983,652,246,66,14,6
"4530456",8984,750,245,58,23,9
"4530460",8985,785,117,28,13,5
"4530461",8986,920,162,44,25,5
"4530462",8987,1616,305,77,46,7
"4530463",8988,408,80,21,15,3
"4530464",8989,530,143,31,16,2
"4530465",8990,648,162,48,10,5
"4530466",8991,1159,230,54,34,3
"4530467",8992,895,166,50,30,2
"4530470",8993,801,261,59,24,7
"4530471",8994,943,227,61,23,6
"4530472",8995,1178,973,80,25,6
"4530473",8996,492,118,33,12,3
"4530474",8997,221,114,9,6,3
"4530475",8998,317,227,16,10,2
"4530480",8999,346,51,17,9,0
"4530481",9000,1039,426,45,19,1
"4530482",9001,507,138,30,14,1
"4530483",9002,1142,383,68,31,4
"4530490",9003,762,707,62,28,15
"4530491a",9004,1310,306,65,28,4
"4530491b",9005,0,0,0,0,0
"4550001",9006,67,314,6,0,0
"4550002",9007,64,345,2,1,2
"4550003",9008,47,224,4,1,2
"4550004",9009,20,148,3,0,1
"4550005",9010,45,142,4,0,0
"4550006",9011,24,121,1,0,0
"4550007",9012,17,140,1,1,0
"4550008",9013,30,273,2,0,0
"4550009",9014,49,311,6,1,2
"4550010",9015,31,177,3,0,0
"4550011",9016,156,741,19,3,9
"4550012",9017,18,50,0,0,0
"4550014",9018,61,293,6,1,4
"4550015",9019,7,64,2,0,1
"4550016",9020,81,232,4,0,0
"4550017",9021,207,290,5,0,4
"4550018",9022,45,41,0,0,0
"4550019",9023,137,593,12,3,6
"4550020",9024,14,39,0,0,0
"4550021",9025,22,161,0,0,2
"4570001",9026,43,230,3,0,2
"4570002",9027,217,459,9,1,1
"4570003",9028,177,590,17,4,2
"4570004",9029,82,639,11,4,3
"4570005",9030,55,70,2,1,0
"4570006",9031,35,265,3,0,0
"4570007",9032,30,370,2,1,2
"4570008",9033,17,137,3,1,0
"4570009",9034,24,243,1,0,0
"4570010",9035,98,682,13,3,5
"4570011",9036,2,72,0,0,2
"4570013",9037,53,316,3,3,1
"4570014",9038,109,858,13,1,4
"4570015",9039,54,497,7,0,2
"4570016",9040,36,324,6,1,5
"4570017",9041,100,278,4,0,1
"4570018",9042,116,594,6,2,3
"4590001",9043,163,849,15,0,4
"4590002",9044,113,1490,21,1,5
"4590003",9045,106,746,18,3,3
"4590004",9046,111,542,11,4,8
"4590005",9047,61,242,9,2,2
"4590006",9048,107,769,10,2,2
"4590007",9049,300,1332,21,3,3
"4590008",9050,92,398,12,2,3
"4590009",9051,169,992,20,8,11
"4590010",9052,146,1331,28,9,6
"4590011",9053,80,294,4,1,6
"4590012",9054,49,419,6,3,10
"4590013",9055,98,306,11,3,0
"4590014",9056,91,363,11,0,1
"4590015a",9057,94,1164,22,5,5
"4590015b",9058,0,0,0,0,0
"4590016",9059,168,707,17,4,7
"4590017",9060,322,914,38,5,6
"4590018",9061,100,298,9,4,0
"4590020",9062,10,53,0,0,0
"4610001",9063,47,254,18,2,0
"4610002",9064,21,103,6,0,2
"4610003",9065,102,204,9,1,0
"4610004",9066,61,266,11,0,0
"4610005",9067,12,62,0,0,0
"4610006",9068,43,118,5,0,2
"4630001",9069,258,315,14,2,2
"4630002",9070,306,501,7,8,0
"4630003",9071,41,388,3,2,0
"4630004",9072,37,295,3,0,0
"4630005",9073,264,718,24,5,2
"4630006",9074,33,171,3,0,0
"4630007",9075,69,317,5,1,1
"4630008",9076,458,383,28,10,1
"4630009",9077,538,138,16,3,2
"4630010",9078,335,151,10,1,0
"4630011",9079,80,208,8,5,0
"4630012",9080,566,792,40,5,4
"4630013",9081,867,394,30,8,3
"4630014",9082,15,64,0,4,2
"4650010",9083,809,514,65,17,21
"4650011",9084,644,202,31,6,9
"4650012a",9085,32,17,2,0,0
"4650012b",9086,15,30,8,1,4
"4650012c",9087,2,0,0,0,0
"4650012d",9088,0,0,0,0,0
"4650013",9089,183,348,98,5,36
"4650020",9090,18,109,0,1,0
"4650021",9091,582,197,31,9,4
"4650022",9092,681,404,36,20,13
"4650023",9093,34,128,8,3,1
"4650024",9094,381,197,16,10,6
"4650030",9095,509,670,54,11,21
"4650031",9096,754,1161,71,10,30
"4650032",9097,28,169,4,1,0
"4650033",9098,188,571,23,6,12
"4650040",9099,1510,767,83,23,19
"4650041",9100,543,316,38,8,9
"4650042",9101,1,23,1,0,1
"4650043",9102,6,33,0,0,0
"467001a",9103,180,1182,26,5,17
"467001b",9104,85,772,18,3,5
"467001c",9105,109,414,11,0,1
"467001d",9106,216,1466,20,9,16
"467001e",9107,138,866,19,2,8
"467002a",9108,174,1202,18,6,9
"467002b",9109,146,1196,23,5,11
"467002c",9110,143,996,22,5,7
"467002d",9111,201,1516,27,8,13
"467003a",9112,183,1029,20,5,9
"467003b",9113,165,1523,31,4,7
"467003c",9114,77,538,16,2,2
"467003d",9115,226,749,17,4,8
"467004a",9116,81,743,15,7,7
"467004b",9117,141,900,15,0,8
"467004c",9118,126,1014,31,2,13
"467004d",9119,326,1695,38,6,20
"467004e",9120,82,672,18,4,4
"4690001",9121,136,92,16,4,2
"4690002",9122,209,308,15,7,7
"4690003",9123,229,434,21,3,7
"4690004",9124,324,214,16,8,2
"4690005",9125,545,547,41,10,12
"4690006",9126,76,42,4,0,2
"4690007",9127,647,448,30,5,4
"4690008",9128,542,679,47,13,16
"4690009",9129,134,241,16,1,1
"4690010",9130,246,531,15,5,7
"4690011",9131,58,203,3,1,2
"4690012",9132,192,163,9,2,1
"4690013",9133,369,344,14,3,4
"4690014",9134,194,619,13,6,7
"4690015",9135,22,80,1,0,0
"4690016",9136,50,221,7,1,1
"4690017",9137,68,137,8,2,3
"4690018",9138,405,1904,37,8,10
"4690019",9139,489,972,50,4,12
"4690020",9140,146,697,15,4,3
"4690021",9141,490,1905,76,9,27
"4690022",9142,99,1033,20,1,2
"4690023",9143,158,824,24,5,9
"4690024",9144,107,841,11,3,8
"4690025",9145,630,1561,59,10,18
"4690026",9146,107,373,10,2,6
"4690027",9147,79,924,14,6,1
"4690028",9148,42,273,8,0,2
"4690029",9149,413,1369,39,8,14
"4690030",9150,94,203,9,1,3
"4690031",9151,257,401,23,6,10
"4690032",9152,338,233,27,5,8
"4690033",9153,567,2266,70,9,32
"4690034",9154,304,129,10,3,2
"4690035",9155,100,64,4,1,0
"4710101",9156,198,109,4,5,1
"4710102",9157,996,1391,118,32,49
"4710103",9158,253,727,19,2,9
"4710104",9159,205,1030,31,10,15
"4710201a",9160,517,635,65,21,27
"4710201b",9161,4,8,0,0,0
"4710203",9162,331,856,24,3,13
"4710204a",9163,104,219,9,1,6
"4710204b",9164,125,261,7,0,3
"4710205",9165,522,1534,48,10,42
"4710206",9166,147,203,12,2,7
"4710301",9167,779,530,30,18,12
"4710302",9168,78,230,5,2,5
"4710303",9169,116,275,6,2,1
"4710304",9170,415,1788,47,13,18
"4710401",9171,643,604,82,25,24
"4710403a",9172,204,632,19,5,11
"4710403b",9173,0,1,0,0,0
"4710404",9174,440,1806,33,10,15
"4710405",9175,14,45,1,0,1
"4730101",9176,282,732,15,7,5
"4730102",9177,701,808,30,2,6
"4730103",9178,55,125,3,0,0
"4730104",9179,130,294,8,2,0
"4730105",9180,60,405,5,2,4
"4730106",9181,271,498,18,8,2
"4730207",9182,248,1765,48,5,13
"4730208",9183,288,621,16,9,1
"4730209",9184,241,1383,35,6,5
"4730210",9185,45,229,9,2,2
"4730311",9186,1368,19,10,16,2
"4730312",9187,592,149,13,17,0
"4730313",9188,200,789,24,4,0
"4730314",9189,112,307,12,2,3
"4730315",9190,54,93,5,1,1
"4730416",9191,47,153,2,1,0
"4730417",9192,0,0,0,0,0
"4730418",9193,246,1074,43,4,10
"4730419",9194,692,460,30,10,2
"4730420",9195,116,627,16,6,3
"4750002",9196,210,928,17,4,8
"475001e",9197,240,300,20,0,1
"475001w",9198,68,54,1,1,0
"475003n",9199,104,587,14,1,5
"475003s",9200,20,150,5,2,0
"475004e",9201,109,367,20,2,3
"475004m",9202,25,106,5,0,0
"475004w",9203,7,55,0,0,0
"4770101",9204,275,456,13,2,0
"4770104",9205,705,330,21,5,3
"4770109",9206,129,578,13,6,5
"4770115",9207,129,421,11,2,1
"4770117",9208,24,6,0,2,0
"4770121",9209,21,35,4,0,0
"4770202",9210,23,44,1,0,0
"4770203",9211,241,929,25,4,5
"4770205",9212,334,1153,41,8,12
"4770208",9213,118,847,14,9,7
"4770307",9214,205,717,41,5,10
"4770311",9215,123,644,24,2,9
"4770312",9216,105,662,15,2,3
"4770320",9217,153,1112,20,1,12
"4770406",9218,345,815,43,5,8
"4770410",9219,111,659,17,7,2
"4770413",9220,127,1038,19,5,1
"4770418",9221,93,252,17,1,4
"4770419",9222,121,247,13,4,1
"4790123",9223,311,61,4,6,3
"4790124",9224,676,156,8,11,10
"4790125",9225,359,73,7,4,6
"4790128",9226,489,89,13,9,8
"4790129",9227,1009,162,21,13,19
"4790130",9228,1016,154,15,2,6
"4790132",9229,1072,203,30,20,15
"4790133",9230,836,137,19,11,12
"4790134",9231,805,107,16,18,5
"4790135",9232,551,53,16,10,8
"4790136",9233,120,77,4,0,7
"4790154",9234,351,42,13,2,5
"4790164",9235,356,98,9,5,3
"4790169",9236,601,94,20,8,12
"4790176a",9237,268,44,5,1,1
"4790176b",9238,8,1,0,0,0
"4790177",9239,504,83,15,7,8
"4790218",9240,707,207,12,16,14
"4790219",9241,511,198,14,9,8
"4790220",9242,435,103,16,9,2
"4790221",9243,399,173,8,6,4
"4790226",9244,440,94,8,4,7
"4790227",9245,225,57,6,5,2
"4790231",9246,630,179,15,10,10
"4790237",9247,257,119,10,1,3
"4790238",9248,68,14,1,0,0
"4790239",9249,541,215,14,8,12
"4790250a",9250,636,183,20,11,9
"4790250b",9251,0,0,0,0,0
"4790250c",9252,17,5,0,0,0
"4790251",9253,190,37,5,2,0
"4790252",9254,831,190,15,14,10
"4790255",9255,629,308,30,15,15
"4790266",9256,530,123,16,9,7
"4790267",9257,634,176,7,12,6
"4790268",9258,38,11,2,0,0
"4790272",9259,543,226,17,9,11
"4790273",9260,607,181,20,11,12
"4790274",9261,544,153,12,8,5
"4790275a",9262,281,69,9,8,4
"4790275b",9263,10,2,0,0,0
"4790278",9264,4,12,1,0,0
"4790308",9265,300,156,8,5,10
"4790309",9266,1201,362,35,16,18
"4790310",9267,171,42,4,2,1
"4790311",9268,655,135,6,11,7
"4790312",9269,418,81,6,4,3
"4790340",9270,759,554,25,9,13
"4790341",9271,519,335,19,8,6
"4790342",9272,758,280,20,11,21
"4790343",9273,965,428,29,10,21
"4790344",9274,1283,694,43,20,37
"4790345",9275,703,357,13,7,17
"4790349",9276,619,434,20,10,26
"4790356",9277,1336,685,36,17,26
"4790359",9278,1419,501,29,20,20
"4790361",9279,544,155,10,8,12
"4790363",9280,300,64,7,3,9
"4790370",9281,500,194,12,5,10
"4790371",9282,833,454,28,9,24
"4790401",9283,520,100,7,6,9
"4790402",9284,520,75,10,3,2
"4790403",9285,418,57,6,6,4
"4790404",9286,540,114,8,4,7
"4790405",9287,649,116,6,6,12
"4790406",9288,373,43,2,3,5
"4790407",9289,176,24,2,3,3
"4790413",9290,692,140,17,13,11
"4790414",9291,347,63,11,2,2
"4790415",9292,533,137,10,6,7
"4790416",9293,321,57,8,8,1
"4790417",9294,213,62,9,1,8
"4790422",9295,187,88,6,0,6
"4790446",9296,1339,296,28,12,23
"4790447",9297,896,403,29,18,33
"4790448",9298,136,54,1,2,3
"4790453",9299,181,24,3,1,0
"4790457",9300,15,25,0,1,0
"4790458",9301,1191,332,28,17,13
"4790460",9302,274,75,8,8,2
"4790462",9303,147,33,2,0,4
"4790465",9304,317,49,9,2,2
"4810101",9305,114,190,9,1,1
"4810102",9306,551,1488,49,8,16
"4810103",9307,436,1072,31,5,10
"4810201",9308,247,1475,18,2,14
"4810202",9309,335,165,2,0,0
"4810203",9310,1002,793,39,14,10
"4810301",9311,197,1299,37,6,9
"4810302",9312,283,905,21,2,7
"4810303",9313,131,1198,18,3,2
"4810401",9314,553,700,19,6,5
"4810402",9315,242,659,23,2,2
"4810403",9316,147,205,3,2,1
"4830101",9317,37,574,2,3,0
"4830201",9318,59,425,10,1,0
"4830301",9319,49,498,5,0,0
"4830401",9320,49,590,4,0,0
"4850101",9321,21,137,8,1,0
"4850102",9322,138,473,31,4,1
"4850103",9323,546,2153,102,16,18
"4850104",9324,475,1479,70,15,8
"4850105",9325,71,465,15,2,3
"4850106",9326,4,27,0,0,0
"4850107",9327,383,1627,69,14,4
"4850108",9328,506,1845,104,26,18
"4850109",9329,122,175,11,4,2
"4850201",9330,377,804,59,15,2
"4850202",9331,445,895,47,11,0
"4850203",9332,218,425,39,6,7
"4850204",9333,36,342,9,1,2
"4850205",9334,307,1887,77,10,13
"4850206",9335,283,1365,59,7,5
"4850207",9336,1,16,0,0,0
"4850208",9337,69,142,4,0,1
"4850209",9338,2,7,0,0,0
"4850210",9339,75,130,4,3,0
"4850211",9340,13,2,0,0,0
"4850301",9341,103,301,17,5,2
"4850302",9342,456,858,47,14,2
"4850303",9343,483,260,23,6,2
"4850304",9344,116,244,15,3,2
"4850305",9345,161,47,4,4,0
"4850306",9346,29,85,3,2,1
"4850307",9347,148,127,7,4,1
"4850308",9348,235,2042,52,13,9
"4850309",9349,101,917,25,7,1
"4850310",9350,475,164,14,5,0
"4850401",9351,297,1062,53,5,17
"4850402",9352,92,356,14,1,1
"4850403",9353,428,1396,76,17,5
"4850404",9354,305,1354,52,4,11
"4850405",9355,630,1205,85,21,8
"4850406",9356,366,1443,68,6,5
"4850407",9357,51,432,9,1,0
"4850408",9358,91,451,11,0,1
"4850409",9359,47,317,9,1,0
"4850410",9360,64,174,16,2,2
"4870001a",9361,210,947,32,6,1
"4870001b",9362,6,56,0,0,0
"4870019",9363,295,589,30,0,1
"4870020",9364,146,413,18,1,0
"4870021",9365,152,1161,35,6,0
"4890001",9366,138,33,1,1,0
"4890002",9367,17,4,0,0,0
"4890003",9368,288,157,8,3,0
"4890004",9369,492,206,17,1,0
"4890005",9370,285,103,7,5,0
"4890006",9371,150,82,1,1,0
"4890007",9372,71,28,2,1,0
"4890008",9373,93,23,1,1,0
"4890009",9374,298,107,2,3,0
"4890010",9375,32,159,9,1,0
"4890011",9376,11,10,1,0,0
"4890012",9377,29,12,2,0,0
"489001a",9378,426,114,12,2,0
"489002a",9379,482,192,14,6,0
"489007a",9380,274,128,9,2,0
"489008a",9381,194,60,1,2,0
"489011a",9382,142,130,7,2,0
"4910116a",9383,416,418,62,14,18
"4910116b",9384,0,0,0,0,0
"4910117",9385,1187,734,114,37,46
"4910118",9386,1125,802,127,25,37
"4910119",9387,1048,1073,132,20,53
"4910122",9388,129,137,18,3,9
"4910123",9389,1144,769,119,32,27
"4910135",9390,1012,588,93,28,28
"4910136",9391,72,39,5,1,1
"4910138",9392,509,564,67,14,22
"4910139",9393,864,726,95,21,34
"4910143",9394,165,96,15,5,5
"4910144",9395,195,175,21,4,8
"4910145",9396,792,602,95,21,24
"4910146",9397,1510,803,156,44,52
"4910147",9398,1845,943,188,67,67
"4910149",9399,661,485,60,15,28
"4910150",9400,1207,788,119,41,33
"4910151",9401,1763,945,191,60,58
"4910155",9402,972,645,91,23,21
"4910162",9403,1601,809,154,44,47
"4910163",9404,790,534,78,23,23
"4910164",9405,115,81,13,3,3
"4910166",9406,540,485,62,17,20
"4910173",9407,775,783,107,21,29
"4910174",9408,578,368,57,16,22
"4910175",9409,1077,628,88,31,36
"4910180",9410,1173,846,102,28,39
"4910181",9411,528,394,48,13,19
"4910182",9412,253,374,37,5,16
"4910184",9413,298,308,37,11,13
"4910186",9414,1006,657,95,15,43
"4910189",9415,1247,898,120,23,61
"4910191",9416,225,201,23,5,8
"4910192",9417,166,148,17,3,6
"4910198",9418,24,22,3,1,1
"4910201",9419,920,988,133,19,56
"4910202",9420,62,69,9,1,5
"4910203",9421,33,37,4,0,1
"4910204",9422,947,996,132,18,57
"4910205",9423,60,56,7,1,2
"4910206",9424,182,728,47,7,9
"4910207",9425,327,1145,62,13,21
"4910208",9426,144,582,38,3,4
"4910209",9427,366,1296,77,14,29
"4910210",9428,172,425,32,7,15
"4910216",9429,391,411,64,12,17
"4910229",9430,25,25,3,0,1
"4910230",9431,1165,1359,163,22,57
"4910231",9432,343,531,60,7,24
"4910244",9433,259,668,31,6,17
"4910245",9434,198,419,29,5,11
"4910251",9435,9,35,2,1,1
"4910252",9436,542,899,87,10,34
"4910253",9437,994,1603,179,28,53
"4910254",9438,886,1111,132,27,41
"4910255",9439,208,463,38,8,25
"4910256",9440,195,359,30,4,9
"4910257",9441,571,829,91,17,30
"4910258",9442,11,29,2,0,0
"4910259",9443,248,378,35,5,15
"4910261",9444,421,631,67,15,27
"4910262",9445,355,545,49,9,18
"4910263",9446,456,688,71,14,25
"4910264",9447,510,790,72,12,23
"4910266",9448,802,731,94,25,29
"4910267",9449,166,380,28,5,13
"4910276",9450,493,604,60,13,34
"4910277",9451,1189,1398,157,34,80
"4910278",9452,1210,1315,174,38,73
"4910279",9453,38,45,3,0,2
"4910283",9454,898,1050,109,23,35
"4910284",9455,1044,1272,143,31,47
"4910287",9456,645,801,96,21,37
"4910301",9457,1378,1331,164,14,53
"4910302",9458,72,75,8,1,1
"4910303",9459,838,658,65,21,34
"4910305",9460,135,403,20,2,7
"4910306",9461,545,1632,82,8,33
"4910307",9462,140,318,17,4,4
"4910308",9463,155,420,23,3,8
"4910309",9464,433,1292,64,12,25
"4910310",9465,206,774,38,3,8
"4910311",9466,15,41,1,0,1
"4910312",9467,138,314,14,3,7
"4910314",9468,928,981,101,19,25
"4910317",9469,276,289,41,4,16
"4910318",9470,115,131,16,2,6
"4910319",9471,53,60,7,1,2
"4910320",9472,394,437,55,10,22
"4910321",9473,8,9,1,0,0
"4910322",9474,408,418,62,12,27
"4910323",9475,26,28,4,1,2
"4910331",9476,166,240,24,3,13
"4910332",9477,491,798,70,8,39
"4910333",9478,158,195,18,2,9
"4910338",9479,687,766,87,19,26
"4910340",9480,643,627,83,14,36
"4910341",9481,553,1113,76,15,31
"4910342",9482,271,250,29,5,8
"4910343",9483,642,1217,85,17,36
