FIPSCode,Jurisdiction_Name,State_Full,State_Abbr,D1a,D1Comments,D2a,D2b,D2Comments,D3a,D3Comments,D4a,D4b,D4c,D5a,D5b,D5c,D4_D5Comments,D6,D7,D6_D7Comments,D8a,D8b,D8c,D8d,D8e,D8f,D8g,string_field_28,string_field_29
2402700000,HOWARD COUNTY,MARYLAND,MD,145235,"INCLUDES IN-PERSON VOTING ON ELECTION DAY, EARLY VOTING, ABSENTEE (INCLUDING UOCAVA), AND PROVISIONAL.",89230,47186,INCLUDES ALL PERSONS WHO VOTED IN-PERSON ON ELECTION DAY OR DURING EARLY VOTING.,118,,70,70,0,4,4,0,,1122,784,,1905,127,75,151,597,558,397,,
2403300000,PRINCE GEORGES COUNTY,MARYLAND,MD,323352,"INCLUDES IN-PERSON VOTING ON ELECTION DAY, EARLY VOTING, ABSENTEE (INCLUDING UOCAVA), AND PROVISIONAL.",196338,102863,INCLUDES ALL PERSONS WHO VOTED IN-PERSON ON ELECTION DAY OR DURING EARLY VOTING.,274,,234,234,0,11,11,0,,3726,2365,,6090,28,207,345,1646,2241,1623,,
2403700000,ST. MARYS COUNTY,MARYLAND,MD,40984,"INCLUDES IN-PERSON VOTING ON ELECTION DAY, EARLY VOTING, ABSENTEE (INCLUDING UOCAVA), AND PROVISIONAL.",28676,9750,INCLUDES ALL PERSONS WHO VOTED IN-PERSON ON ELECTION DAY OR DURING EARLY VOTING.,36,,29,29,0,1,1,0,,473,184,,471,20,57,42,144,134,74,,
2404300000,WASHINGTON COUNTY,MARYLAND,MD,51504,"INCLUDES IN-PERSON VOTING ON ELECTION DAY, EARLY VOTING, ABSENTEE (INCLUDING UOCAVA), AND PROVISIONAL.",39007,8757,INCLUDES ALL PERSONS WHO VOTED IN-PERSON ON ELECTION DAY OR DURING EARLY VOTING.,53,,49,49,0,1,1,0,,567,144,,567,6,7,24,139,227,164,,
2404500000,WICOMICO COUNTY,MARYLAND,MD,34112,"INCLUDES IN-PERSON VOTING ON ELECTION DAY, EARLY VOTING, ABSENTEE (INCLUDING UOCAVA), AND PROVISIONAL.",21825,10019,INCLUDES ALL PERSONS WHO VOTED IN-PERSON ON ELECTION DAY OR DURING EARLY VOTING.,54,,31,31,0,1,1,0,,401,152,,553,4,10,66,245,160,68,,
2451000000,BALTIMORE CITY,MARYLAND,MD,187060,"INCLUDES IN-PERSON VOTING ON ELECTION DAY, EARLY VOTING, ABSENTEE (INCLUDING UOCAVA), AND PROVISIONAL.",123273,47682,INCLUDES ALL PERSONS WHO VOTED IN-PERSON ON ELECTION DAY OR DURING EARLY VOTING.,296,,202,202,0,7,7,0,,3176,1116,,4292,18,139,456,1681,1358,640,,
2600500000,ALLEGAN COUNTY,MICHIGAN,MI,51710,,40641,1116,D2B REFLECTS THOSE ABSENTEE VOTERS WHO RETURNED THEIR BALLOTS IN-PERSON TO THE CLERK'S OFFICE,46,,36,36,Does not apply,31,Does not apply,31,D5A & D5C REFLECT THE NUMBER OF CLERK OFFICES THAT CAN RECEIVE BALLOTS FROM IN-PERSON ABSENTEE VOTERS.,289,Does not apply,,289,0,14,24,96,119,36,,
2601700000,BAY COUNTY,MICHIGAN,MI,47740,,34512,389,D2B REFLECTS THOSE ABSENTEE VOTERS WHO RETURNED THEIR BALLOTS IN-PERSON TO THE CLERK'S OFFICE,46,,34,34,Does not apply,18,Does not apply,18,D5A & D5C REFLECT THE NUMBER OF CLERK OFFICES THAT CAN RECEIVE BALLOTS FROM IN-PERSON ABSENTEE VOTERS.,316,Does not apply,,316,0,22,11,87,174,22,,
2602300000,BRANCH COUNTY,MICHIGAN,MI,15448,,12634,280,D2B REFLECTS THOSE ABSENTEE VOTERS WHO RETURNED THEIR BALLOTS IN-PERSON TO THE CLERK'S OFFICE,22,,18,18,Does not apply,18,Does not apply,18,D5A & D5C REFLECT THE NUMBER OF CLERK OFFICES THAT CAN RECEIVE BALLOTS FROM IN-PERSON ABSENTEE VOTERS.,168,Does not apply,,168,2,7,4,35,63,57,,
2602500000,CALHOUN COUNTY,MICHIGAN,MI,50866,,38989,1545,D2B REFLECTS THOSE ABSENTEE VOTERS WHO RETURNED THEIR BALLOTS IN-PERSON TO THE CLERK'S OFFICE,60,,41,41,Does not apply,23,Does not apply,23,D5A & D5C REFLECT THE NUMBER OF CLERK OFFICES THAT CAN RECEIVE BALLOTS FROM IN-PERSON ABSENTEE VOTERS.,443,Does not apply,,443,4,17,33,126,141,122,,
2604300000,DICKINSON COUNTY,MICHIGAN,MI,11760,,9110,506,D2B REFLECTS THOSE ABSENTEE VOTERS WHO RETURNED THEIR BALLOTS IN-PERSON TO THE CLERK'S OFFICE,16,,15,15,Does not apply,10,Does not apply,10,D5A & D5C REFLECT THE NUMBER OF CLERK OFFICES THAT CAN RECEIVE BALLOTS FROM IN-PERSON ABSENTEE VOTERS.,116,Does not apply,,116,3,8,3,10,57,35,,
2604500000,EATON COUNTY,MICHIGAN,MI,51778,,36610,1686,D2B REFLECTS THOSE ABSENTEE VOTERS WHO RETURNED THEIR BALLOTS IN-PERSON TO THE CLERK'S OFFICE,51,,40,40,Does not apply,21,Does not apply,21,D5A & D5C REFLECT THE NUMBER OF CLERK OFFICES THAT CAN RECEIVE BALLOTS FROM IN-PERSON ABSENTEE VOTERS.,430,Does not apply,,430,2,9,19,69,185,146,,
2604900000,GENESEE COUNTY,MICHIGAN,MI,170844,,125182,2009,D2B REFLECTS THOSE ABSENTEE VOTERS WHO RETURNED THEIR BALLOTS IN-PERSON TO THE CLERK'S OFFICE,214,,100,100,Does not apply,28,Does not apply,28,D5A & D5C REFLECT THE NUMBER OF CLERK OFFICES THAT CAN RECEIVE BALLOTS FROM IN-PERSON ABSENTEE VOTERS.,1388,Does not apply,,1388,32,53,126,375,433,369,,
2605500000,GRAND TRAVERSE COUNTY,MICHIGAN,MI,49507,,33310,583,D2B REFLECTS THOSE ABSENTEE VOTERS WHO RETURNED THEIR BALLOTS IN-PERSON TO THE CLERK'S OFFICE,36,,31,31,Does not apply,14,Does not apply,14,D5A & D5C REFLECT THE NUMBER OF CLERK OFFICES THAT CAN RECEIVE BALLOTS FROM IN-PERSON ABSENTEE VOTERS.,268,Does not apply,,268,0,11,12,52,89,104,,
2606100000,HOUGHTON COUNTY,MICHIGAN,MI,14566,,11794,225,D2B REFLECTS THOSE ABSENTEE VOTERS WHO RETURNED THEIR BALLOTS IN-PERSON TO THE CLERK'S OFFICE,30,,30,30,Does not apply,16,Does not apply,16,D5A & D5C REFLECT THE NUMBER OF CLERK OFFICES THAT CAN RECEIVE BALLOTS FROM IN-PERSON ABSENTEE VOTERS.,185,Does not apply,,185,1,6,9,63,72,34,,
2606500000,INGHAM COUNTY,MICHIGAN,MI,120601,,86416,4239,D2B REFLECTS THOSE ABSENTEE VOTERS WHO RETURNED THEIR BALLOTS IN-PERSON TO THE CLERK'S OFFICE,118,,92,92,Does not apply,21,Does not apply,21,D5A & D5C REFLECT THE NUMBER OF CLERK OFFICES THAT CAN RECEIVE BALLOTS FROM IN-PERSON ABSENTEE VOTERS.,942,Does not apply,,942,31,74,76,198,328,235,,
2607700000,KALAMAZOO COUNTY,MICHIGAN,MI,116257,,87363,1097,D2B REFLECTS THOSE ABSENTEE VOTERS WHO RETURNED THEIR BALLOTS IN-PERSON TO THE CLERK'S OFFICE,107,,88,88,Does not apply,19,Does not apply,19,D5A & D5C REFLECT THE NUMBER OF CLERK OFFICES THAT CAN RECEIVE BALLOTS FROM IN-PERSON ABSENTEE VOTERS.,883,Does not apply,,883,6,17,73,175,299,313,,
2608100000,KENT COUNTY,MICHIGAN,MI,283519,,216362,4773,D2B REFLECTS THOSE ABSENTEE VOTERS WHO RETURNED THEIR BALLOTS IN-PERSON TO THE CLERK'S OFFICE,252,,208,208,Does not apply,30,Does not apply,30,D5A & D5C REFLECT THE NUMBER OF CLERK OFFICES THAT CAN RECEIVE BALLOTS FROM IN-PERSON ABSENTEE VOTERS.,1974,Does not apply,,1974,71,81,140,380,681,621,,
2608700000,LAPEER COUNTY,MICHIGAN,MI,39888,,29072,370,D2B REFLECTS THOSE ABSENTEE VOTERS WHO RETURNED THEIR BALLOTS IN-PERSON TO THE CLERK'S OFFICE,37,,24,24,Does not apply,20,Does not apply,20,D5A & D5C REFLECT THE NUMBER OF CLERK OFFICES THAT CAN RECEIVE BALLOTS FROM IN-PERSON ABSENTEE VOTERS.,295,Does not apply,,295,7,13,13,96,90,76,,
2609300000,LIVINGSTON COUNTY,MICHIGAN,MI,98702,,65635,2192,D2B REFLECTS THOSE ABSENTEE VOTERS WHO RETURNED THEIR BALLOTS IN-PERSON TO THE CLERK'S OFFICE,81,,50,50,Does not apply,18,Does not apply,18,D5A & D5C REFLECT THE NUMBER OF CLERK OFFICES THAT CAN RECEIVE BALLOTS FROM IN-PERSON ABSENTEE VOTERS.,689,Does not apply,,689,14,24,38,144,211,258,,
2609900000,MACOMB COUNTY,MICHIGAN,MI,365489,,255323,3270,D2B REFLECTS THOSE ABSENTEE VOTERS WHO RETURNED THEIR BALLOTS IN-PERSON TO THE CLERK'S OFFICE,338,,222,222,Does not apply,23,Does not apply,23,D5A & D5C REFLECT THE NUMBER OF CLERK OFFICES THAT CAN RECEIVE BALLOTS FROM IN-PERSON ABSENTEE VOTERS.,2713,Does not apply,,2713,233,154,182,516,817,811,,
2610300000,MARQUETTE COUNTY,MICHIGAN,MI,30471,,22783,1845,D2B REFLECTS THOSE ABSENTEE VOTERS WHO RETURNED THEIR BALLOTS IN-PERSON TO THE CLERK'S OFFICE,36,,31,31,Does not apply,22,Does not apply,22,D5A & D5C REFLECT THE NUMBER OF CLERK OFFICES THAT CAN RECEIVE BALLOTS FROM IN-PERSON ABSENTEE VOTERS.,268,Does not apply,,268,20,13,15,35,88,97,,
2610500000,MASON COUNTY,MICHIGAN,MI,13908,,11129,410,D2B REFLECTS THOSE ABSENTEE VOTERS WHO RETURNED THEIR BALLOTS IN-PERSON TO THE CLERK'S OFFICE,25,,23,23,Does not apply,17,Does not apply,17,D5A & D5C REFLECT THE NUMBER OF CLERK OFFICES THAT CAN RECEIVE BALLOTS FROM IN-PERSON ABSENTEE VOTERS.,165,Does not apply,,165,13,7,12,28,55,50,,
2611500000,MONROE COUNTY,MICHIGAN,MI,66733,,48993,724,D2B REFLECTS THOSE ABSENTEE VOTERS WHO RETURNED THEIR BALLOTS IN-PERSON TO THE CLERK'S OFFICE,64,,45,45,Does not apply,18,Does not apply,18,D5A & D5C REFLECT THE NUMBER OF CLERK OFFICES THAT CAN RECEIVE BALLOTS FROM IN-PERSON ABSENTEE VOTERS.,460,Does not apply,,460,3,14,24,97,177,145,,
2612100000,MUSKEGON COUNTY,MICHIGAN,MI,70337,,51219,1597,D2B REFLECTS THOSE ABSENTEE VOTERS WHO RETURNED THEIR BALLOTS IN-PERSON TO THE CLERK'S OFFICE,67,,65,65,Does not apply,23,Does not apply,23,D5A & D5C REFLECT THE NUMBER OF CLERK OFFICES THAT CAN RECEIVE BALLOTS FROM IN-PERSON ABSENTEE VOTERS.,470,Does not apply,,470,3,15,26,153,157,116,,
2612300000,NEWAYGO COUNTY,MICHIGAN,MI,20700,,16729,232,D2B REFLECTS THOSE ABSENTEE VOTERS WHO RETURNED THEIR BALLOTS IN-PERSON TO THE CLERK'S OFFICE,30,,29,29,Does not apply,28,Does not apply,28,D5A & D5C REFLECT THE NUMBER OF CLERK OFFICES THAT CAN RECEIVE BALLOTS FROM IN-PERSON ABSENTEE VOTERS.,210,Does not apply,,210,0,15,20,35,35,105,,
2612500000,OAKLAND COUNTY,MICHIGAN,MI,612317,,420331,14901,D2B REFLECTS THOSE ABSENTEE VOTERS WHO RETURNED THEIR BALLOTS IN-PERSON TO THE CLERK'S OFFICE,516,,387,387,Does not apply,51,Does not apply,51,D5A & D5C REFLECT THE NUMBER OF CLERK OFFICES THAT CAN RECEIVE BALLOTS FROM IN-PERSON ABSENTEE VOTERS.,4200,Does not apply,,4200,305,164,283,870,1325,1253,,
2613300000,OSCEOLA COUNTY,MICHIGAN,MI,9536,,8010,284,D2B REFLECTS THOSE ABSENTEE VOTERS WHO RETURNED THEIR BALLOTS IN-PERSON TO THE CLERK'S OFFICE,18,,18,18,Does not apply,18,Does not apply,18,D5A & D5C REFLECT THE NUMBER OF CLERK OFFICES THAT CAN RECEIVE BALLOTS FROM IN-PERSON ABSENTEE VOTERS.,247,Does not apply,,247,16,20,10,61,67,73,,
2613700000,OTSEGO COUNTY,MICHIGAN,MI,11525,,8871,207,D2B REFLECTS THOSE ABSENTEE VOTERS WHO RETURNED THEIR BALLOTS IN-PERSON TO THE CLERK'S OFFICE,13,,10,10,Does not apply,10,Does not apply,10,D5A & D5C REFLECT THE NUMBER OF CLERK OFFICES THAT CAN RECEIVE BALLOTS FROM IN-PERSON ABSENTEE VOTERS.,80,Does not apply,,80,0,7,15,25,25,8,,
2613900000,OTTAWA COUNTY,MICHIGAN,MI,130019,,97641,1356,D2B REFLECTS THOSE ABSENTEE VOTERS WHO RETURNED THEIR BALLOTS IN-PERSON TO THE CLERK'S OFFICE,107,,71,71,Does not apply,23,Does not apply,23,D5A & D5C REFLECT THE NUMBER OF CLERK OFFICES THAT CAN RECEIVE BALLOTS FROM IN-PERSON ABSENTEE VOTERS.,861,Does not apply,,861,15,36,58,249,263,240,,
2614500000,SAGINAW COUNTY,MICHIGAN,MI,82149,,61453,2721,D2B REFLECTS THOSE ABSENTEE VOTERS WHO RETURNED THEIR BALLOTS IN-PERSON TO THE CLERK'S OFFICE,85,,64,64,Does not apply,30,Does not apply,30,D5A & D5C REFLECT THE NUMBER OF CLERK OFFICES THAT CAN RECEIVE BALLOTS FROM IN-PERSON ABSENTEE VOTERS.,689,Does not apply,,689,6,14,32,147,277,213,,
2614700000,ST. CLAIR COUNTY,MICHIGAN,MI,68605,,49871,1439,D2B REFLECTS THOSE ABSENTEE VOTERS WHO RETURNED THEIR BALLOTS IN-PERSON TO THE CLERK'S OFFICE,70,,54,54,Does not apply,29,Does not apply,29,D5A & D5C REFLECT THE NUMBER OF CLERK OFFICES THAT CAN RECEIVE BALLOTS FROM IN-PERSON ABSENTEE VOTERS.,486,Does not apply,,486,5,9,50,89,180,153,,
2615100000,SANILAC COUNTY,MICHIGAN,MI,16656,,13196,392,D2B REFLECTS THOSE ABSENTEE VOTERS WHO RETURNED THEIR BALLOTS IN-PERSON TO THE CLERK'S OFFICE,31,,30,30,Does not apply,30,Does not apply,30,D5A & D5C REFLECT THE NUMBER OF CLERK OFFICES THAT CAN RECEIVE BALLOTS FROM IN-PERSON ABSENTEE VOTERS.,223,Does not apply,,223,0,14,32,67,70,40,,
2615500000,SHIAWASSEE COUNTY,MICHIGAN,MI,30210,,23937,746,D2B REFLECTS THOSE ABSENTEE VOTERS WHO RETURNED THEIR BALLOTS IN-PERSON TO THE CLERK'S OFFICE,33,,26,26,Does not apply,21,Does not apply,21,D5A & D5C REFLECT THE NUMBER OF CLERK OFFICES THAT CAN RECEIVE BALLOTS FROM IN-PERSON ABSENTEE VOTERS.,286,Does not apply,,286,31,14,10,57,96,78,,
2616100000,WASHTENAW COUNTY,MICHIGAN,MI,175112,,128122,7281,D2B REFLECTS THOSE ABSENTEE VOTERS WHO RETURNED THEIR BALLOTS IN-PERSON TO THE CLERK'S OFFICE,150,,103,103,Does not apply,26,Does not apply,26,D5A & D5C REFLECT THE NUMBER OF CLERK OFFICES THAT CAN RECEIVE BALLOTS FROM IN-PERSON ABSENTEE VOTERS.,1225,Does not apply,,1225,101,98,157,317,339,213,,
2616300000,WAYNE COUNTY,MICHIGAN,MI,697028,,508693,14557,D2B REFLECTS THOSE ABSENTEE VOTERS WHO RETURNED THEIR BALLOTS IN-PERSON TO THE CLERK'S OFFICE,989,,501,501,Does not apply,42,Does not apply,42,D5A & D5C REFLECT THE NUMBER OF CLERK OFFICES THAT CAN RECEIVE BALLOTS FROM IN-PERSON ABSENTEE VOTERS.,7022,Does not apply,,7022,405,372,424,1647,2061,2113,,
2800100000,ADAMS COUNTY,MISSISSIPPI,MS,10826,,10038,596,,19,,19,19,0,1,0,1,,95,0,,95,0,4.75,9.5,19,42.75,19,,
2800300000,ALCORN COUNTY,MISSISSIPPI,MS,10166,,9467,556,,17,,17,17,0,1,0,1,,85,0,,85,0,4.25,8.5,17,38.25,17,,
2800500000,AMITE COUNTY,MISSISSIPPI,MS,5368,,4890,417,,21,,21,21,0,1,0,1,,105,0,,105,0,5.25,10.5,21,47.25,21,,
2800900000,BENTON COUNTY,MISSISSIPPI,MS,2784,,2416,290,,5,,5,5,0,1,0,1,,25,0,,25,0,1.25,2.5,5,11.25,5,,
2801100000,BOLIVAR COUNTY,MISSISSIPPI,MS,11062,,10586,402,,28,,28,28,0,2,0,2,,140,0,,140,0,7,14,28,63,28,,
2801300000,CALHOUN COUNTY,MISSISSIPPI,MS,4641,,4347,215,,10,,10,10,0,1,0,1,,50,0,,50,0,2.5,5,10,22.5,10,,
2801500000,CARROLL COUNTY,MISSISSIPPI,MS,4326,,3942,324,,14,,14,14,0,2,0,2,,70,0,,70,0,3.5,7,14,31.5,14,,
2801700000,CHICKASAW COUNTY,MISSISSIPPI,MS,6004,,5514,391,,15,,15,15,0,2,0,2,,75,0,,75,0,3.75,7.5,15,33.75,15,,
2801900000,CHOCTAW COUNTY,MISSISSIPPI,MS,3023,,2829,164,,17,,17,17,0,1,0,1,,85,0,,85,0,4.25,8.5,17,38.25,17,,
2802100000,CLAIBORNE COUNTY,MISSISSIPPI,MS,3403,,2873,414,,13,,13,13,0,1,0,1,,65,0,,65,0,3.25,6.5,13,29.25,13,,
2802300000,CLARKE COUNTY,MISSISSIPPI,MS,6096,,5551,444,,23,,23,23,0,1,0,1,,115,0,,115,0,5.75,11.5,23,51.75,23,,
2802500000,CLAY COUNTY,MISSISSIPPI,MS,7697,,6955,600,,14,,14,14,0,1,0,1,,70,0,,70,0,3.5,7,14,31.5,14,,
2802700000,COAHOMA COUNTY,MISSISSIPPI,MS,6627,,6559,379,,19,,19,19,0,1,0,1,,95,0,,95,0,4.75,9.5,19,42.75,19,,
2802900000,COPIAH COUNTY,MISSISSIPPI,MS,10525,,9874,417,,19,,19,19,0,1,0,1,,95,0,,95,0,4.75,9.5,19,42.75,19,,
2803100000,COVINGTON COUNTY,MISSISSIPPI,MS,6968,,6382,504,,17,,17,17,0,1,0,1,,85,0,,85,0,4.25,8.5,17,38.25,17,,
2803300000,DESOTO COUNTY,MISSISSIPPI,MS,50879,,47830,2575,,41,,41,41,0,1,0,1,,205,0,,205,0,10.25,20.5,41,92.25,41,,
2803500000,FORREST COUNTY,MISSISSIPPI,MS,22850,,21592,1080,,35,,35,35,0,1,0,1,,175,0,,175,0,8.75,17.5,35,78.75,35,,
2803700000,FRANKLIN COUNTY,MISSISSIPPI,MS,3223,,2948,204,,14,,14,14,0,1,0,1,,70,0,,70,0,3.5,7,14,31.5,14,,
2803900000,GEORGE COUNTY,MISSISSIPPI,MS,7141,,6763,325,,22,,22,22,0,1,0,1,,110,0,,110,0,5.5,11,22,49.5,22,,
2804100000,GREENE COUNTY,MISSISSIPPI,MS,3733,,3322,356,,13,,13,13,0,1,0,1,,65,0,,65,0,3.25,6.5,13,29.25,13,,
2804500000,HANCOCK COUNTY,MISSISSIPPI,MS,13899,,12899,775,,25,,25,25,0,1,0,1,,125,0,,125,0,6.25,12.5,25,56.25,25,,
2804700000,HARRISON COUNTY,MISSISSIPPI,MS,51723,,48604,2562,,54,,54,54,0,2,0,2,,270,0,,270,0,13.5,27,54,121.5,54,,
2804900000,HINDS COUNTY,MISSISSIPPI,MS,79366,,76251,2812,,110,,110,110,0,2,0,2,,550,0,,550,0,27.5,55,110,247.5,110,,
2805100000,HOLMES COUNTY,MISSISSIPPI,MS,5640,,5070,424,,17,,17,17,0,1,0,1,,85,0,,85,0,4.25,8.5,17,38.25,17,,
2805300000,HUMPHREYS COUNTY,MISSISSIPPI,MS,3227,,2899,233,,13,,13,13,0,1,0,1,,65,0,,65,0,3.25,6.5,13,29.25,13,,
2805500000,ISSAQUENA COUNTY,MISSISSIPPI,MS,560,,535,23,,5,,5,5,0,1,0,1,,25,0,,25,0,1.25,2.5,5,11.25,5,,
2805700000,ITAWAMBA COUNTY,MISSISSIPPI,MS,6827,,6545,234,,28,,28,28,0,1,0,1,,140,0,,140,0,7,14,28,63,28,,
2805900000,JACKSON COUNTY,MISSISSIPPI,MS,39507,,37737,1458,,32,,32,32,0,1,0,1,,160,0,,160,0,8,16,32,72,32,,
2806100000,JASPER COUNTY,MISSISSIPPI,MS,6451,,5960,335,,17,,17,17,0,2,0,2,,85,0,,85,0,4.25,8.5,17,38.25,17,,
2806300000,JEFFERSON COUNTY,MISSISSIPPI,MS,3215,,2629,552,,17,,17,17,0,1,0,1,,85,0,,85,0,4.25,8.5,17,38.25,17,,
2806700000,JONES COUNTY,MISSISSIPPI,MS,22365,,21230,1080,,37,,37,37,0,2,0,2,,185,0,,185,0,9.25,18.5,37,83.25,37,,
2806900000,KEMPER COUNTY,MISSISSIPPI,MS,3431,,3150,260,,14,,14,14,0,1,0,1,,70,0,,70,0,3.5,7,14,31.5,14,,
2807100000,LAFAYETTE COUNTY,MISSISSIPPI,MS,16490,,14557,1776,,18,,18,18,0,1,0,1,,90,0,,90,0,4.5,9,18,40.5,18,,
2807300000,LAMAR COUNTY,MISSISSIPPI,MS,19879,,17860,896,,23,,23,23,0,1,0,1,,115,0,,115,0,5.75,11.5,23,51.75,23,,
2807500000,LAUDERDALE COUNTY,MISSISSIPPI,MS,23136,,21105,1496,,42,,42,42,0,1,0,1,,210,0,,210,0,10.5,21,42,94.5,42,,
2807700000,LAWRENCE COUNTY,MISSISSIPPI,MS,5174,,4732,378,,24,,24,24,0,1,0,1,,120,0,,120,0,6,12,24,54,24,,
2807900000,LEAKE COUNTY,MISSISSIPPI,MS,6561,,6079,392,,19,,19,19,0,1,0,1,,95,0,,95,0,4.75,9.5,19,42.75,19,,
2808100000,LEE COUNTY,MISSISSIPPI,MS,25717,,24460,924,,36,,36,36,0,1,0,1,,180,0,,180,0,9,18,36,81,36,,
2808300000,LEFLORE COUNTY,MISSISSIPPI,MS,8740,,7828,454,,18,,18,18,0,1,0,1,,90,0,,90,0,4.5,9,18,40.5,18,,
2808500000,LINCOLN COUNTY,MISSISSIPPI,MS,12629,,11577,797,,30,,30,30,0,1,0,1,,150,0,,150,0,7.5,15,30,67.5,30,,
2808700000,LOWNDES COUNTY,MISSISSIPPI,MS,19789,,18581,839,,21,,21,21,0,1,0,1,,105,0,,105,0,5.25,10.5,21,47.25,21,,
2808900000,MADISON COUNTY,MISSISSIPPI,MS,40801,,38386,1922,,43,,43,43,0,1,0,1,,215,0,,215,0,10.75,21.5,43,96.75,43,,
2809100000,MARION COUNTY,MISSISSIPPI,MS,8932,,8135,683,,22,,22,22,0,1,0,1,,110,0,,110,0,5.5,11,22,49.5,22,,
2809300000,MARSHALL COUNTY,MISSISSIPPI,MS,11314,,10278,690,,24,,24,24,0,1,0,1,,120,0,,120,0,6,12,24,54,24,,
2809500000,MONROE COUNTY,MISSISSIPPI,MS,11811,,11102,562,,26,,26,26,0,1,0,1,,130,0,,130,0,6.5,13,26,58.5,26,,
2809700000,MONTGOMERY COUNTY,MISSISSIPPI,MS,3898,,3408,412,,15,,15,15,0,1,0,1,,75,0,,75,0,3.75,7.5,15,33.75,15,,
2809900000,NESHOBA COUNTY,MISSISSIPPI,MS,8008,,7613,363,,27,,27,27,0,1,0,1,,135,0,,135,0,6.75,13.5,27,60.75,27,,
2810700000,PANOLA COUNTY,MISSISSIPPI,MS,11232,,10219,714,,24,,24,24,0,2,0,2,,120,0,,120,0,6,12,24,54,24,,
2810900000,PEARL RIVER COUNTY,MISSISSIPPI,MS,15421,,14141,976,,25,,25,25,0,1,0,1,,125,0,,125,0,6.25,12.5,25,56.25,25,,
2811300000,PIKE COUNTY,MISSISSIPPI,MS,12746,,11729,883,,25,,25,25,0,1,0,1,,125,0,,125,0,6.25,12.5,25,56.25,25,,
2811500000,PONTOTOC COUNTY,MISSISSIPPI,MS,9686,,9130,523,,28,,28,28,0,1,0,1,,140,0,,140,0,7,14,28,63,28,,
2811700000,PRENTISS COUNTY,MISSISSIPPI,MS,7241,,6917,207,,15,,15,15,0,1,0,1,,75,0,,75,0,3.75,7.5,15,33.75,15,,
2811900000,QUITMAN COUNTY,MISSISSIPPI,MS,2440,,1995,368,,10,,10,10,0,1,0,1,,50,0,,50,0,2.5,5,10,22.5,10,,
2812100000,RANKIN COUNTY,MISSISSIPPI,MS,51777,,48099,2648,,51,,51,51,0,1,0,1,,255,0,,255,0,12.75,25.5,51,114.75,51,,
2812300000,SCOTT COUNTY,MISSISSIPPI,MS,7879,,7551,226,,23,,23,23,0,1,0,1,,115,0,,115,0,5.75,11.5,23,51.75,23,,
2812500000,SHARKEY COUNTY,MISSISSIPPI,MS,1773,,1604,104,,10,,10,10,0,1,0,1,,50,0,,50,0,2.5,5,10,22.5,10,,
2812700000,SIMPSON COUNTY,MISSISSIPPI,MS,9030,,8572,474,,23,,23,23,0,1,0,1,,115,0,,115,0,5.75,11.5,23,51.75,23,,
2812900000,SMITH COUNTY,MISSISSIPPI,MS,6024,,5727,319,,18,,18,18,0,1,0,1,,90,0,,90,0,4.5,9,18,40.5,18,,
2813100000,STONE COUNTY,MISSISSIPPI,MS,5637,,5340,241,,15,,15,15,0,1,0,1,,75,0,,75,0,3.75,7.5,15,33.75,15,,
2813300000,SUNFLOWER COUNTY,MISSISSIPPI,MS,7468,,7104,251,,17,,17,17,0,1,0,1,,85,0,,85,0,4.25,8.5,17,38.25,17,,
2813500000,TALLAHATCHIE COUNTY,MISSISSIPPI,MS,4303,,3984,211,,21,,21,21,0,2,0,2,,105,0,,105,0,5.25,10.5,21,47.25,21,,
2813900000,TIPPAH COUNTY,MISSISSIPPI,MS,6906,,6469,342,,24,,24,24,0,1,0,1,,120,0,,120,0,6,12,24,54,24,,
2814100000,TISHOMINGO COUNTY,MISSISSIPPI,MS,6066,,5683,310,,14,,14,14,0,1,0,1,,70,0,,70,0,3.5,7,14,31.5,14,,
2814900000,WARREN COUNTY,MISSISSIPPI,MS,15648,,14509,908,,22,,22,22,0,1,0,1,,110,0,,110,0,5.5,11,22,49.5,22,,
2815100000,WASHINGTON COUNTY,MISSISSIPPI,MS,14034,,12886,966,,19,,19,19,0,1,0,1,,95,0,,95,0,4.75,9.5,19,42.75,19,,
2815300000,WAYNE COUNTY,MISSISSIPPI,MS,7351,,6764,465,,22,,22,22,0,1,0,1,,110,0,,110,0,5.5,11,22,49.5,22,,
2815500000,WEBSTER COUNTY,MISSISSIPPI,MS,3919,,3681,189,,17,,17,17,0,1,0,1,,85,0,,85,0,4.25,8.5,17,38.25,17,,
2815700000,WILKINSON COUNTY,MISSISSIPPI,MS,2831,,2697,119,,9,,9,9,0,1,0,1,,45,0,,45,0,2.25,4.5,9,20.25,9,,
2816100000,YALOBUSHA COUNTY,MISSISSIPPI,MS,4668,,4339,229,,11,,11,11,0,2,0,2,,55,0,,55,0,2.75,5.5,11,24.75,11,,
2816300000,YAZOO COUNTY,MISSISSIPPI,MS,7514,,7206,262,,23,,23,23,0,1,0,1,,115,0,,115,0,5.75,11.5,23,51.75,23,,
