FIPSCode,Jurisdiction_Name,State_Full,State_Abbr,D1a,D1Comments,D2a,D2b,D2Comments,D3a,D3Comments,D4a,D4b,D4c,D5a,D5b,D5c,D4_D5Comments,D6,D7,D6_D7Comments,D8a,D8b,D8c,D8d,D8e,D8f,D8g,string_field_28,string_field_29
21200,TOWN OF DUPONT - WAUPACA COUNTY,WISCONSIN,WI,270,,255,6,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
21400,TOWN OF EAGLE - RICHLAND COUNTY,WISCONSIN,WI,186,,166,6,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
22975,VILLAGE OF ELAND - SHAWANO COUNTY,WISCONSIN,WI,105,,95,6,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
23100,TOWN OF ELDERON - MARATHON COUNTY,WISCONSIN,WI,313,,291,6,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
23262,TOWN OF ELK GROVE - LAFAYETTE COUNTY,WISCONSIN,WI,184,,177,6,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
24025,TOWN OF EMMET - MARATHON COUNTY,WISCONSIN,WI,469,,442,6,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
24600,TOWN OF EVERGREEN - WASHBURN COUNTY,WISCONSIN,WI,563,,517,6,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
26425,TOWN OF FORD - TAYLOR COUNTY,WISCONSIN,WI,119,,113,6,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
29700,TOWN OF GOETZ - CHIPPEWA COUNTY,WISCONSIN,WI,378,,361,6,,2,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
29875,TOWN OF GORDON - ASHLAND COUNTY,WISCONSIN,WI,142,,129,6,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
30325,TOWN OF GRANT - MONROE COUNTY,WISCONSIN,WI,200,,189,6,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
32125,TOWN OF HALLIE - CHIPPEWA COUNTY,WISCONSIN,WI,103,,89,6,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
32200,TOWN OF HAMBURG - MARATHON COUNTY,WISCONSIN,WI,399,,386,6,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
32225,TOWN OF HAMBURG - VERNON COUNTY,WISCONSIN,WI,501,,460,6,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
33400,TOWN OF HAY RIVER - DUNN COUNTY,WISCONSIN,WI,278,,263,6,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
34725,TOWN OF HILL - PRICE COUNTY,WISCONSIN,WI,163,,145,6,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
37775,TOWN OF JACOBS - ASHLAND COUNTY,WISCONSIN,WI,280,,272,6,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
39025,TOWN OF KELLY - BAYFIELD COUNTY,WISCONSIN,WI,213,,194,6,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
39425,TOWN OF KEYSTONE - BAYFIELD COUNTY,WISCONSIN,WI,179,,168,6,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
42650,TOWN OF LARRABEE - WAUPACA COUNTY,WISCONSIN,WI,607,,562,6,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
46100,TOWN OF LOYAL - CLARK COUNTY,WISCONSIN,WI,229,,222,6,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
46275,TOWN OF LUDINGTON - EAU CLAIRE COUNTY,WISCONSIN,WI,521,,506,6,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
47025,TOWN OF MADGE - WASHBURN COUNTY,WISCONSIN,WI,317,,271,6,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
48175,VILLAGE OF MAIDEN ROCK - PIERCE COUNTY,WISCONSIN,WI,65,,57,6,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
50075,TOWN OF MAXVILLE - BUFFALO COUNTY,WISCONSIN,WI,145,,130,6,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
50650,TOWN OF MEENON - BURNETT COUNTY,WISCONSIN,WI,504,,457,6,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
52150,TOWN OF MILLVILLE - GRANT COUNTY,WISCONSIN,WI,81,,73,6,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
53350,TOWN OF MISHICOT - MANITOWOC COUNTY,WISCONSIN,WI,604,,568,6,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
56525,TOWN OF NEW CHESTER - ADAMS COUNTY,WISCONSIN,WI,371,,351,6,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
59800,VILLAGE OF OLIVER - DOUGLAS COUNTY,WISCONSIN,WI,204,,190,6,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
60725,TOWN OF OTTER CREEK - DUNN COUNTY,WISCONSIN,WI,229,,218,6,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
61700,TOWN OF PELLA - SHAWANO COUNTY,WISCONSIN,WI,437,,401,6,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
63500,TOWN OF PLOVER - MARATHON COUNTY,WISCONSIN,WI,318,,310,6,,1,,1,1,Does not apply,Data not available,Data not available,Data not available,PHYSICAL ELECTION DAY POLLING PLACES CANNOT BE LOCATED IN ELECTION OFFICES.  THE STATE DOES NOT TRACK EARLY VOTING PHYSICAL POLLING PLACES.,Data not available,Data not available,POLL WORKER COUNTS ARE NO LONGER TRACKED BY THE STATE,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,Data not available,,
