State,Jurisdiction,FIPSCode,QD1a,QD1_Comment,QD2a,QD2b,QD2c,QD2d,QD2_Other,QD2e,QD2f,QD2g,QD2_Total,QD2g_Other,QD2_Comment,QD3a,QD3_Comment,QD4a,QD4b,QD4c,QD4d,QD4e,QD4f,QD4_Total,QD4_Comment,QD5,QD5_Comment
WI,"TOWN OF SALEM - 30012 -  Wards 1, 2, 3, 4, 5 &10",5505974764,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,15,,0,0,4,6,2,3,15,,Somewhat difficult,
WI,CITY OF ONALASKA - 32265 -  Ward 9-12,5506371417,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,14,,7,0,0,2,1,5,15,,Somewhat difficult,
WI,VILLAGE OF WESTON - 37192 -  Ward 9 - 13,5507374853,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,15,,0,0,0,5,8,2,15,,Neither difficult nor easy,
WI,CITY OF ST. FRANCIS - 41281 -  Wards 9 - 12,5507972315,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,15,,0,0,1,5,3,6,15,,Somewhat difficult,
WI,VILLAGE OF SHOREWOOD - 41181 -  WARDS 1 - 4,5507973705,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,15,,0,0,0,3,5,7,15,,Very difficult,
WI,VILLAGE OF SHOREWOOD - 41181 -  WARDS 5 - 8,5507973706,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,15,,0,0,0,3,8,4,15,,Very difficult,
WI,VILLAGE OF SHOREWOOD - 41181 -  WARDS 9 - 12,5507973707,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,15,,0,0,0,0,5,10,15,,Very difficult,
WI,CITY OF OAK CREEK - 41265 -  Wards 10-12,5507974863,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,15,,1,0,0,1,7,6,15,,Very easy,
WI,CITY OF OAK CREEK - 41265 -  Wards 13-15,5507974864,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,15,,0,1,0,6,3,5,15,,Very easy,
WI,CITY OF OAK CREEK - 41265 -  Wards 16-19,5507974865,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,15,,0,1,0,3,7,4,15,,Very easy,
WI,CITY OF MILWAUKEE - MAIN - 41251 -  WARD 107,5507974890,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,15,,0,0,3,5,5,2,15,,Very difficult,
WI,CITY OF MILWAUKEE - MAIN - 41251 -  WARD 125,5507974908,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,15,,0,1,4,4,3,3,15,,Very difficult,
WI,CITY OF MILWAUKEE - MAIN - 41251 -  WARD 183,5507974966,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,15,,0,2,3,3,4,3,15,,Very difficult,
WI,CITY OF MILWAUKEE - MAIN - 41251 -  WARD 225,5507975008,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,15,,0,0,3,5,6,1,15,,Very difficult,
WI,CITY OF MILWAUKEE - MAIN - 41251 -  WARD 228,5507975011,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,15,,0,0,3,3,6,3,15,,Very difficult,
WI,CITY OF MILWAUKEE - MAIN - 41251 -  WARD 229,5507975012,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,15,,0,0,3,3,6,3,15,,Very difficult,
WI,CITY OF MILWAUKEE - MAIN - 41251 -  WARD 249,5507975032,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,15,,0,0,4,5,4,2,15,,Very difficult,
WI,CITY OF MILWAUKEE - MAIN - 41251 -  WARD 250,5507975033,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,15,,0,0,2,5,5,3,15,,Very difficult,
WI,CITY OF MILWAUKEE - MAIN - 41251 -  WARD 265,5507975048,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,15,,0,2,3,5,4,1,15,,Very difficult,
WI,CITY OF MILWAUKEE - MAIN - 41251 -  WARD 033,5507975119,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,15,,0,2,2,2,4,5,15,,Very difficult,
WI,CITY OF MILWAUKEE - MAIN - 41251 -  WARD 002,5507975189,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,15,,0,0,3,11,1,0,15,,Very difficult,
WI,CITY OF MILWAUKEE - MAIN - 41251 -  WARD 027,5507975197,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,15,,0,1,2,7,3,2,15,,Very difficult,
WI,TOWN OF SPARTA - 42040 -  WARDS 1 - 6,5508172591,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,15,,0,0,0,0,7,8,15,,Neither difficult nor easy,
WI,TOWN OF ONEIDA - 45034 -  Wards 1 - 6,5508771787,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,15,,0,0,2,4,5,4,15,,Neither difficult nor easy,
WI,"TOWN OF GRAFTON - 46008 -  WD 1,2,5",5508973138,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,15,,0,0,0,4,7,4,15,,Very easy,
WI,"TOWN OF GRAFTON - 46008 -  WD 3,4",5508973139,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,15,,0,0,0,4,7,4,15,,Very easy,
WI,TOWN OF RIVER FALLS - 48022 -  Wards 1 - 3,5509371901,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,15,,0,0,0,6,7,2,15,,Very easy,
WI,"CITY OF RIVER FALLS - MAIN - 48276 -  Wards 12, 13 & 14",5509373753,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,15,,0,1,1,5,7,1,15,,Somewhat difficult,
WI,CITY OF PRESCOTT - 48271 -  Wards 1-6,5509374552,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,15,,0,0,0,3,8,4,15,,Neither difficult nor easy,
WI,TOWN OF OSCEOLA - 49042 -  Wards 1-5,5509572759,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,22,,0,0,0,1,1,13,15,,Neither difficult nor easy,
WI,VILLAGE OF AMHERST - 50102 -  Wards 1-2,5509773577,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,15,,0,0,1,0,13,1,15,,Very easy,
WI,CITY OF JANESVILLE - 54241 -  WARD 3,5510571731,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,15,,0,1,1,4,2,7,15,,Somewhat easy,
WI,CITY OF JANESVILLE - 54241 -  WARD 4,5510571732,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,15,,0,1,1,4,2,7,15,,Somewhat easy,
WI,CITY OF JANESVILLE - 54241 -  WARD 13,5510571741,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,15,,2,0,1,1,6,5,15,,Somewhat easy,
WI,CITY OF JANESVILLE - 54241 -  WARD 15,5510571743,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,15,,2,0,1,1,6,5,15,,Somewhat easy,
WI,"TOWN OF ROCK - 54034 -  Wards 1-4, 6",5510573633,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,15,,0,0,0,7,3,5,15,,Somewhat easy,
WI,TOWN OF ROCK - 54034 -  Ward 5 & 7,5510573634,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,15,,0,0,0,7,3,5,15,,Very difficult,
WI,TOWN OF TURTLE - 54038 -  Wards 1 & 4,5510573635,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,15,,0,0,0,4,7,4,15,,Somewhat easy,
WI,TOWN OF TURTLE - 54038 -  Wards 2 & 3,5510573636,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,15,,0,0,0,4,7,4,15,,Somewhat easy,
WI,VILLAGE OF SOMERSET - 56181 -  Wards 1-4,5510971413,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,15,,0,0,0,4,9,2,15,,Somewhat difficult,
WI,TOWN OF ST. JOSEPH - 56030 -  Wards 1-6,5510972736,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,15,,0,0,0,7,6,2,15,,Somewhat easy,
WI,CITY OF HUDSON - 56236 -  Wards 1 & 2,5510973809,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,15,,0,0,0,2,6,7,15,,Somewhat difficult,
WI,CITY OF HUDSON - 56236 -  Wards 9 & 10,5510973813,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,15,,0,0,0,2,6,7,15,,Somewhat difficult,
WI,TOWN OF HAYWARD - 58010 -  WARDS 1-8,5511375210,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,15,,0,0,2,2,5,6,15,,Somewhat easy,
WI,TOWN OF LYONS - 65018 -  Wards 1-7,5512775214,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,15,,0,0,2,7,4,2,15,,Very easy,
WI,TOWN OF ERIN - 67006 -  WARDS 1-4,5513171418,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,15,,0,0,1,0,4,10,15,,Somewhat easy,
WI,TOWN OF ADDISON - 67002 -  WARDS 1-6,5513172792,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,15,,0,0,0,7,5,3,15,,Very easy,
WI,"CITY OF HARTFORD - MAIN - 67236 -  Wards 1, 2",5513173535,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,15,,0,0,1,5,3,6,15,,Somewhat difficult,
WI,CITY OF HARTFORD - MAIN - 67236 -  Wards 3-5,5513173536,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,15,,0,0,1,5,3,6,15,,Somewhat difficult,
WI,"TOWN OF DELAFIELD - 68004 -  WARDS 1, 2, 5, 6",5513372567,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,15,,0,0,0,13,2,0,15,,Somewhat difficult,
WI,"TOWN OF DELAFIELD - 68004 -  WARDS 3, 4",5513372568,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,15,,0,0,0,11,4,0,15,,Somewhat difficult,
WI,"TOWN OF DELAFIELD - 68004 -  WARDS 7, 8",5513372569,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,20,,0,0,0,7,8,0,15,,Very difficult,
WI,TOWN OF VERNON - 68030 -  WARD 2-7,5513374462,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,15,,0,0,0,5,9,1,15,,Neither difficult nor easy,
WI,CITY OF MUSKEGO - 68251 -  WARDS 1 - 3,5513374481,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,15,,0,0,0,0,4,11,15,,Neither difficult nor easy,
WI,CITY OF MUSKEGO - 68251 -  WARDS 6 - 8,5513374483,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,15,,0,0,0,4,5,6,15,,Neither difficult nor easy,
WI,"TOWN OF MERTON - 68014 -  Wards 1, 2, 3, 7, 8, 9",5513374489,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,15,,0,0,0,3,8,4,15,,Very easy,
WI,CITY OF WAUKESHA - 68291 -  Ward 2,5513374553,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,15,,0,0,1,2,12,0,15,,Somewhat difficult,
WI,CITY OF WAUKESHA - 68291 -  Ward 25,5513374558,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,15,,0,0,2,2,9,2,15,,Somewhat difficult,
WI,CITY OF WAUKESHA - 68291 -  Ward 26,5513374559,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,15,,0,0,2,2,9,2,15,,Somewhat difficult,
WI,CITY OF WAUKESHA - 68291 -  Ward 27,5513374560,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,15,,0,0,2,2,9,2,15,,Somewhat difficult,
WI,CITY OF WAUKESHA - 68291 -  Ward 19,5513374563,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,15,,0,0,0,2,12,1,15,,Somewhat difficult,
WI,CITY OF WAUKESHA - 68291 -  Ward 29,5513374587,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,15,,0,0,2,2,9,2,15,,Somewhat difficult,
WI,CITY OF WAUKESHA - 68291 -  Ward 28,5513374588,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,15,,0,0,2,2,9,2,15,,Somewhat difficult,
WI,CITY OF WAUKESHA - 68291 -  Ward 18,5513374590,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,15,,0,0,0,2,12,1,15,,Somewhat difficult,
WI,TOWN OF SPRINGWATER - 70032 -  Wards 1 - 2,5513775287,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,15,,0,0,0,0,9,6,15,,Very easy,
WI,CITY OF NEENAH - 71261 -  Wards 1-4,5513973110,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,15,,0,0,0,4,7,4,15,,Very difficult,
WI,CITY OF NEENAH - 71261 -  Wards 5-8,5513973111,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,15,,0,0,0,7,4,4,15,,Very easy,
WI,CITY OF NEENAH - 71261 -  Wards 9-12,5513973112,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,15,,0,0,0,5,5,5,15,,Very easy,
WI,CITY OF NEENAH - 71261 -  Wards 13-16,5513973113,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,15,,0,0,1,4,5,5,15,,Very easy,
WI,CITY OF NEENAH - 71261 -  Wards 17-20,5513973114,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,15,,0,0,1,4,3,7,15,,Very easy,
WI,TOWN OF WINNECONNE - 71030 -  WARDS 1-4,5513973597,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,15,,0,0,1,1,7,6,15,,Very easy,
WI,TOWN OF WINNECONNE - 71030 -  WARD 5,5513973598,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,15,,0,0,1,1,7,6,15,,Very easy,
WI,"TOWN OF ALGOMA - 71002 -  WARDS 1-2, 7-10",5513974807,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,15,,0,0,0,3,8,4,15,,Neither difficult nor easy,
WI,TOWN OF ALGOMA - 71002 -  WARDS 3-6,5513974808,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,15,,0,0,1,3,5,6,15,,Neither difficult nor easy,
WI,CITY OF OSHKOSH - 71266 -  Ward 8,5513975450,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,15,,0,1,0,3,10,1,15,,Very difficult,
WI,CITY OF OSHKOSH - 71266 -  Ward 17,5513975459,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,15,,0,0,1,3,10,1,15,,Very difficult,
WI,CITY OF OSHKOSH - 71266 -  Ward 18,5513975460,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,15,,0,0,1,3,10,1,15,,Very difficult,
WI,CITY OF OSHKOSH - 71266 -  Ward 21,5513975463,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,15,,0,0,1,2,4,8,15,,Very difficult,
WI,CITY OF OSHKOSH - 71266 -  Ward 27,5513975466,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,15,,0,0,0,1,7,7,15,,Very difficult,
WI,CITY OF OSHKOSH - 71266 -  Ward 22B,5513975475,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,15,,0,0,1,2,4,8,15,,Very difficult,
WI,CITY OF OSHKOSH - 71266 -  Ward 28A,5513975479,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,15,,0,0,0,1,7,7,15,,Very difficult,
WI,CITY OF OSHKOSH - 71266 -  Ward 28B,5513975480,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,15,,0,0,0,1,7,7,15,,Very difficult,
WI,CITY OF WISCONSIN RAPIDS - 72291 -  Wards 1 - 5,5514171887,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,15,,0,0,0,3,6,6,15,,Neither difficult nor easy,
ME,CASCO,2300511125,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,16,,0,0,1,8,2,5,16,,Somewhat Difficult,
ME,NORTH YARMOUTH,2300553860,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,16,,0,0,1,5,7,3,16,,Neither difficult nor easy,
ME,BUCKSPORT,2300908815,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,16,,0,0,1,7,3,5,16,,Somewhat Easy,
ME,SURRY,2300975280,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,16,,0,0,0,3,3,10,16,,Somewhat Easy,
ME,WEST GARDINER,2301182945,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,16,,0,0,2,10,2,2,16,,Somewhat Easy,
ME,WINSLOW,2301186515,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,16,,0,0,2,5,6,3,16,,Somewhat Difficult,
ME,NOBLEBORO,2301549660,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,16,,0,0,0,5,4,7,16,,Somewhat Easy,
ME,BRADFORD,2301906575,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,16,,0,0,3,10,2,1,16,,Somewhat Easy,
ME,EDDINGTON,2301922535,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,16,,0,0,2,10,1,3,16,,Somewhat Easy,
ME,BROWNVILLE,2302108325,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,16,,0,0,1,8,4,3,16,,Very Difficult,
ME,GREENVILLE,2302129535,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,16,,0,0,4,12,0,0,16,,Somewhat Difficult,
ME,ARROWSIC,2302301570,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,16,,0,0,2,1,2,11,16,,Somewhat Easy,
ME,GEORGETOWN,2302327295,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,16,,0,0,3,4,5,4,16,,Very Easy,
ME,LINCOLNVILLE,2302739755,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,16,,0,0,0,6,6,4,16,,Somewhat Easy,
ME,KENNEBUNKPORT,2303136745,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,16,,0,0,0,3,2,11,16,,Somewhat Easy,
VT,LEICESTER,5000139325,1,,1,0,1,0,,0,0,0,1,See Below,Voting (both early and election day) is held at the town office.,16,Election Officials work in shifts throughout the day.,2,0,0,0,13,1,16,,Very easy,
VT,MANCHESTER,5000342850,1,,2,1,0,0,,,-999999,,1,N/A,1,,21,,0,1,1,8,6,16,21,,
WI,VILLAGE OF ALLOUEZ - 05102 -  Wards 5 - 6,5500971556,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,16,,0,0,0,3,7,6,16,,Neither difficult nor easy,
WI,VILLAGE OF ALLOUEZ - 05102 -  Wards 7 - 9,5500971557,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,16,,0,0,0,6,1,9,16,,Neither difficult nor easy,
WI,VILLAGE OF SUAMICO - 05178 -  Ward 1-4,5500971817,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,16,,0,0,0,2,9,5,16,,Very easy,
WI,CITY OF DE PERE - 05216 -  WARDS 6-8,5500975499,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,16,,0,0,2,7,4,3,16,,Very easy,
WI,CITY OF DE PERE - 05216 -  WARDS 10-12,5500975500,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,16,,1,0,2,7,3,3,16,,Somewhat easy,
WI,CITY OF DE PERE - 05216 -  WARDS 16-17,5500975501,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,16,,1,0,2,7,3,3,16,,Somewhat easy,
WI,CITY OF DE PERE - 05216 -  WARD 9 & 18,5500975503,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,16,,0,0,2,7,4,3,16,,Very easy,
WI,TOWN OF EAGLE POINT - 09020 -  Wards 1 - 5 & 5S,5501772032,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,16,,0,1,2,5,8,0,16,,Very easy,
WI,VILLAGE OF LAKE HALLIE - 09128 -  Wards 1 - 8,5501772059,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,16,,0,0,1,10,2,3,16,,Somewhat easy,
WI,CITY OF LODI - 11246 -  WARDS 1 - 6,5502173687,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,16,,0,0,0,8,7,1,16,,Somewhat easy,
WI,TOWN OF RUTLAND - 13052 -  WARDS 1-2,5502571924,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,16,,0,0,0,6,7,3,16,,Neither difficult nor easy,
WI,CITY OF MADISON - 13251 -  WARD 32,5502573856,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,16,,0,0,2,8,3,3,16,,Somewhat easy,
WI,CITY OF MADISON - 13251 -  WARD 39,5502573863,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,16,,1,0,3,9,2,1,16,,Somewhat easy,
WI,CITY OF MADISON - 13251 -  WARD 40,5502573864,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,16,,0,0,0,10,4,2,16,,Somewhat easy,
WI,CITY OF MADISON - 13251 -  WARD 65,5502573889,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,16,,0,0,1,5,6,4,16,,Somewhat easy,
WI,CITY OF MADISON - 13251 -  WARD 69,5502573893,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,16,,1,0,2,6,6,1,16,,Somewhat easy,
WI,CITY OF MADISON - 13251 -  WARD 70,5502573894,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,16,,0,0,4,4,6,2,16,,Somewhat easy,
WI,CITY OF MADISON - 13251 -  WARD 86,5502573910,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,16,,0,0,0,2,9,5,16,,Somewhat easy,
WI,CITY OF MADISON - 13251 -  WARD 96,5502573920,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,16,,0,2,2,4,6,2,16,,Somewhat easy,
WI,CITY OF MADISON - 13251 -  WARD 97,5502573921,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,16,,0,2,2,4,6,2,16,,Somewhat easy,
WI,CITY OF MADISON - 13251 -  WARD 113,5502573937,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,16,,0,0,4,5,5,2,16,,Somewhat easy,
WI,VILLAGE OF MAPLE BLUFF - 13151 -  WARDS 1-2,5502574879,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,16,,0,1,0,5,7,3,16,,Neither difficult nor easy,
WI,"CITY OF STURGEON BAY - 15281 -  Wards 1 - 6, 22-24",5502974719,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,15,,0,4,1,1,2,8,16,,Somewhat difficult,
WI,TOWN OF TAINTER - 17038 -  WARDS 1-3,5503371842,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,16,,0,1,0,2,9,4,16,,Somewhat easy,
WI,TOWN OF LAKE MILLS - 28018 -  Wards 1-3,5505571252,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,15,,0,1,0,7,8,0,16,,Neither difficult nor easy,
WI,TOWN OF NECEDAH - 29028 -  Wards 1-4,5505773259,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,16,,0,0,0,4,10,2,16,,Somewhat easy,
WI,CITY OF FRANKLIN - 41226 -  Ward 16,5507973177,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,16,,0,0,0,4,9,3,16,,Somewhat easy,
WI,CITY OF FRANKLIN - 41226 -  Ward 17,5507973178,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,16,,0,0,0,4,9,3,16,,Somewhat easy,
WI,CITY OF FRANKLIN - 41226 -  Ward 18,5507973179,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,16,,0,0,0,4,9,3,16,,Somewhat easy,
WI,CITY OF FRANKLIN - 41226 -  Ward 19,5507973180,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,16,,0,0,0,4,9,3,16,,Somewhat easy,
WI,CITY OF OAK CREEK - 41265 -  Wards 1-3,5507974860,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,16,,1,1,0,5,9,0,16,,Very easy,
WI,CITY OF OAK CREEK - 41265 -  Wards 4-6,5507974861,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,16,,0,0,0,4,7,5,16,,Very easy,
WI,CITY OF OAK CREEK - 41265 -  Wards 7-9,5507974862,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,16,,1,0,0,1,7,7,16,,Very easy,
WI,"TOWN OF PINE LAKE - 44028 -  Wards 1, 2, 3 and 4",5508571714,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,16,,0,0,1,2,6,7,16,,Very easy,
WI,TOWN OF WOODRUFF - 44040 -  WARDS 1-3,5508573721,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,16,,0,0,0,3,13,0,16,,Very easy,
WI,CITY OF APPLETON - MAIN - 45201 -  Ward 11,5508771509,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,13,,0,0,0,2,7,7,16,,Very difficult,
WI,CITY OF APPLETON - MAIN - 45201 -  Ward 42,5508771534,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,16,,0,0,0,0,6,10,16,,Very difficult,
WI,CITY OF APPLETON - MAIN - 45201 -  Ward 43,5508771535,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,16,,0,0,0,0,6,10,16,,Very difficult,
WI,CITY OF APPLETON - MAIN - 45201 -  Ward 51,5508771540,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,16,,0,0,0,0,6,10,16,,Very difficult,
WI,CITY OF APPLETON - MAIN - 45201 -  Ward 52,5508771541,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,16,,0,0,0,5,6,5,16,,Very difficult,
WI,TOWN OF GRAND CHUTE - 45020 -  Wards 15-17,5508771673,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,16,,0,0,0,4,4,8,16,,Very difficult,
WI,TOWN OF HORTONIA - 45024 -  WARDS 1-2,5508771773,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,16,,0,0,0,5,9,2,16,,Neither difficult nor easy,
WI,CITY OF SEYMOUR - 45281 -  WARDS 1-6,5508774766,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,16,,0,0,0,9,6,1,16,,Somewhat easy,
WI,TOWN OF STOCKTON - 50034 -  WARD 1-5,5509773797,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,16,,0,0,0,8,6,2,16,,Somewhat difficult,
WI,VILLAGE OF UNION GROVE - 52186 -  WARDS 1-7,5510173423,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,16,,0,0,0,8,8,0,16,,Somewhat easy,
WI,"VILLAGE OF CALEDONIA - 52104 -  WARDS 9, 10, 12, 13",5510174643,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,16,,0,0,0,1,7,8,16,,Neither difficult nor easy,
WI,CITY OF BRODHEAD - ALT - 54210 -  WARDS 7-8,5510572002,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,16,,0,0,0,1,10,5,16,,Somewhat difficult,
WI,TOWN OF BELOIT - 54004 -  Wards 7 - 10,5510572199,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,16,,0,0,0,2,9,5,16,,Somewhat difficult,
WI,TOWN OF BELOIT - 54004 -  Ward 11,5510572200,1,,1,1,-999999,-999999,,-999999,-999999,-999999,1,,,16,,0,0,0,2,9,5,16,,Somewhat difficult,
